time(us) gx(rad/s) gy(rad/s) gz(rad/s) ax(m/s^2) ay(m/s^2) az(m/s^2) temperature px py pz qx qy qz qw
6.543219853999912739e+06 3.957547647851021644e+00 8.296126149428625363e-01 -1.951067683424348775e+00 1.151873470261294052e+01 -1.508424990356452255e+01 1.064290151060115086e+01 3.157226562500000000e+01 2.772503495216369629e-01 -1.801905632019042691e-01 1.230676651000976340e+00 3.858318626880646307e-01 -6.674104928970342465e-02 -3.612722754478455145e-01 -8.462633490562440075e-01
6.551552853999912739e+06 3.893623226535685600e+00 8.325422672073589103e-01 -2.015763210520011839e+00 1.217161040224440072e+01 -1.573582436256622685e+01 1.031434616477476318e+01 3.157226562500000000e+01 2.706061601638793390e-01 -1.661376059055328369e-01 1.219303369522094727e+00 3.714831769466400702e-01 -7.285278290510181776e-02 -3.729236721992492676e-01 -8.471249938011169434e-01
6.559885853999912739e+06 3.706901790640564798e+00 8.084738132857001158e-01 -2.171746463945563033e+00 1.336214844274882729e+01 -1.636336155742837661e+01 1.024516609016229118e+01 3.154492187500000000e+01 2.636699974536895752e-01 -1.521918475627899170e-01 1.208726882934570312e+00 3.569176197052002508e-01 -7.889658957719808408e-02 -3.838282823562622625e-01 -8.479745984077452503e-01
6.568219853999912739e+06 3.502533313010100180e+00 7.799926597907602677e-01 -2.328118540672587056e+00 1.450948147371881980e+01 -1.600820197528522115e+01 1.028196771943134280e+01 3.159570312500000000e+01 2.565021514892578125e-01 -1.384003162384033203e-01 1.199041366577148438e+00 3.419668972492218018e-01 -8.471538126468657059e-02 -3.942014873027801514e-01 -8.488150835037231445e-01
6.576552853999912739e+06 3.409454465645240351e+00 7.683301686881522929e-01 -2.392561209703965464e+00 1.501954061405589869e+01 -1.570115631042876814e+01 1.039112967752822669e+01 3.155273437500000000e+01 2.492361366748809537e-01 -1.247622668743133545e-01 1.190211892127990723e+00 3.267383575439452015e-01 -8.950442820787435361e-02 -4.037403166294096790e-01 -8.498380780220030628e-01
6.584886853999912739e+06 3.244722283534386964e+00 7.504165076369814225e-01 -2.483788806636391566e+00 1.579123008990705657e+01 -1.536763999995226726e+01 1.104917088381547075e+01 3.155859375000000000e+01 2.417866587638854703e-01 -1.112881898880004744e-01 1.182426929473876731e+00 3.112533092498778187e-01 -9.476842731237421213e-02 -4.127568602561951239e-01 -8.507479429244995117e-01
6.593219853999912739e+06 3.092815053157683458e+00 7.451300106566232095e-01 -2.541054463246951833e+00 1.625688408155596676e+01 -1.519787831980501025e+01 1.140588283145631721e+01 3.155664062500000000e+01 2.343219518661499301e-01 -9.793913364410400391e-02 1.175619363784790039e+00 2.957276105880737305e-01 -9.954935312271120940e-02 -4.210585057735443115e-01 -8.516718745231628418e-01
6.601552853999912739e+06 3.033419163019381415e+00 7.519238169376035730e-01 -2.561781745867740767e+00 1.655571873083580670e+01 -1.504014444451011911e+01 1.157094635799851190e+01 3.155664062500000000e+01 2.268343269824981689e-01 -8.476744592189788818e-02 1.169905781745910645e+00 2.800160646438599188e-01 -1.041069775819779136e-01 -4.288343191146850586e-01 -8.525571823120117188e-01
6.609885853999912739e+06 2.967795607818268788e+00 7.724293802392092623e-01 -2.611724872803273811e+00 1.770665217926700308e+01 -1.520282580325279476e+01 1.173958631370687833e+01 3.156250000000000000e+01 2.193946540355682373e-01 -7.175906002521514893e-02 1.165286183357238770e+00 2.642170786857604980e-01 -1.083434969186783253e-01 -4.359910488128660999e-01 -8.534417748451234020e-01
6.618219853999912739e+06 2.897546194840039835e+00 7.403133994719800492e-01 -2.675523150240123105e+00 1.898960093460896914e+01 -1.563046074375046324e+01 1.141745975055174789e+01 3.154882812500000000e+01 2.119897603988647738e-01 -5.890949070453643799e-02 1.161803245544433594e+00 2.483127713203429621e-01 -1.123385429382325051e-01 -4.425404667854308527e-01 -8.543294072151184082e-01
6.626552853999912739e+06 2.851122029707271910e+00 7.044681035461770602e-01 -2.725018831486312632e+00 1.941204991672344704e+01 -1.588460191641226871e+01 1.138465844153172668e+01 3.154882812500000000e+01 2.046900391578674316e-01 -4.627867043018341064e-02 1.159472346305847168e+00 2.325056940317153098e-01 -1.158502623438835977e-01 -4.486870765686035156e-01 -8.551021218299863502e-01
6.634886853999912739e+06 2.744454113676088713e+00 5.964948598682887626e-01 -2.874574078849168046e+00 2.018733981003580880e+01 -1.602316388763243182e+01 1.149502747922322676e+01 3.156640625000000000e+01 1.975837647914886475e-01 -3.389312326908111572e-02 1.158417463302612305e+00 2.164128720760346014e-01 -1.189881935715675632e-01 -4.542274475097656250e-01 -8.559701442718505859e-01
6.643219853999912739e+06 2.641324536780519594e+00 4.570140437342892215e-01 -3.090135121362300730e+00 2.043576861485880514e+01 -1.552943121901491175e+01 1.184991731302266338e+01 3.151367187500000000e+01 1.906540095806121549e-01 -2.178621292114257466e-02 1.158619523048400879e+00 2.000263780355452936e-01 -1.218754053115845143e-01 -4.592222571372985840e-01 -8.568843603134153053e-01
6.651552853999912739e+06 2.592758867101447873e+00 3.873976239392395438e-01 -3.221689011761788901e+00 2.033735720425260141e+01 -1.525966353686250621e+01 1.194521654569800262e+01 3.156054687500000000e+01 1.840423494577408114e-01 -9.971916675567626953e-03 1.160208106040954368e+00 1.832977682352066040e-01 -1.237395480275154669e-01 -4.637625217437743030e-01 -8.579130172729491077e-01
6.659886853999912739e+06 2.530550578415888374e+00 2.624000131291301385e-01 -3.527226824510751424e+00 2.019574078411194407e+01 -1.471411173412691120e+01 1.233724651195966793e+01 3.156250000000000000e+01 1.776986122131347656e-01 1.455694437026977539e-03 1.163112640380859153e+00 1.661712974309921265e-01 -1.254096180200577337e-01 -4.676078259944914661e-01 -8.590707182884216309e-01
6.668219853999912739e+06 2.494099866614954752e+00 1.184283077215874808e-01 -3.836439257033167127e+00 2.072380201175504411e+01 -1.394341969358024791e+01 1.289150768926717205e+01 3.155859375000000000e+01 1.716216504573822021e-01 1.247568428516387939e-02 1.167415857315063477e+00 1.484095007181167603e-01 -1.265447139739990789e-01 -4.710875153541564941e-01 -8.602544069290161133e-01
6.676552853999912739e+06 2.476241145684003886e+00 2.891380693976586952e-02 -3.955337362338347873e+00 2.092782566788986642e+01 -1.357251964361218732e+01 1.306602665666257579e+01 3.155859375000000000e+01 1.658169776201247891e-01 2.301312237977981220e-02 1.173026084899902344e+00 1.299798041582108654e-01 -1.267646551132203259e-01 -4.741669893264770508e-01 -8.615112304687501110e-01
6.684885853999912739e+06 2.431013555152663486e+00 -1.512372806588293539e-01 -4.085715371564891285e+00 2.128426699654896126e+01 -1.282951062282225152e+01 1.281858180435847139e+01 3.152148437500000000e+01 1.603568494319915494e-01 3.308161348104476929e-02 1.179937243461608887e+00 1.110957339406012379e-01 -1.265925914049149115e-01 -4.766396284103393555e-01 -8.628132343292236328e-01
6.693219853999912739e+06 2.361868151637665392e+00 -3.352662785561389414e-01 -4.089234243237804378e+00 2.154229691460183460e+01 -1.246222827054814353e+01 1.269845423600469125e+01 3.159179687500000000e+01 1.551602184772491455e-01 4.263409972190856934e-02 1.188107371330261230e+00 9.189226478338248516e-02 -1.255815923213959018e-01 -4.788149595260620117e-01 -8.640146255493165173e-01
6.701552853999912739e+06 2.278720327992987293e+00 -5.254980127963072567e-01 -4.016689578560328933e+00 2.152789524475702265e+01 -1.236347597415887201e+01 1.236474454031507619e+01 3.155664062500000000e+01 1.502848267555236816e-01 5.164802819490432739e-02 1.197442293167114258e+00 7.254502177238464355e-02 -1.239624843001366217e-01 -4.805001914501189075e-01 -8.651531934738158069e-01
6.709886853999912739e+06 2.231893364254324830e+00 -6.138815046599571668e-01 -3.970587878743232046e+00 2.136587645900288734e+01 -1.239356841824626798e+01 1.202726402619107660e+01 3.155664062500000000e+01 1.457417309284210205e-01 6.012448668479920127e-02 1.207947492599487305e+00 5.341388657689095237e-02 -1.210364922881127236e-01 -4.819681942462920587e-01 -8.661430478096008301e-01
6.718219853999912739e+06 2.106057974105754127e+00 -7.785460308652603079e-01 -3.896117857741820956e+00 2.103823847003342706e+01 -1.256213822812381586e+01 1.156870808012362239e+01 3.158398437500000000e+01 1.415305584669113159e-01 6.796488910913467407e-02 1.219549179077148438e+00 3.457289561629300900e-02 -1.172461658716202337e-01 -4.830529093742369495e-01 -8.670166730880736194e-01
6.726552853999912739e+06 1.965595887959623589e+00 -9.271160513885148280e-01 -3.872803246999014348e+00 2.034455803917499850e+01 -1.216466328655944373e+01 1.112087489302063581e+01 3.153710937500000000e+01 1.375783979892730713e-01 7.521827518939973312e-02 1.232069849967956321e+00 1.535135973244899921e-02 -1.135075315833092430e-01 -4.837157428264616810e-01 -8.676978945732115589e-01
6.734885853999912739e+06 1.904600147822528067e+00 -9.834682537479824127e-01 -3.881904577486916086e+00 1.996531406659496000e+01 -1.195628865803002405e+01 1.069461533639473139e+01 3.157617187500000000e+01 1.340295672416687012e-01 8.184480667114259200e-02 1.245571374893188477e+00 -3.594961715862099449e-03 -1.086835786700249135e-01 -4.837677776813505415e-01 -8.684145212173461914e-01
6.743219853999912739e+06 1.804035805800673575e+00 -1.075621717404134259e+00 -3.943777279651344170e+00 1.923442932197076871e+01 -1.152870335847343242e+01 9.981603073057328857e+00 3.158398437500000000e+01 1.308297961950302124e-01 8.768272399902342362e-02 1.260039448738097922e+00 -2.189077809453016110e-02 -1.032776758074761131e-01 -4.836286306381225586e-01 -8.688830733299254261e-01
6.751552853999912739e+06 1.734473569392134706e+00 -1.166840377195825562e+00 -4.053936425313239056e+00 1.831872314767149490e+01 -1.085181537546263009e+01 1.014216468314346820e+01 3.158789062500000000e+01 1.280795782804489136e-01 9.280089288949966431e-02 1.275305509567260742e+00 -4.031076282262801430e-02 -9.734708815813075677e-02 -4.828604161739348810e-01 -8.693356513977049671e-01
6.759886853999912739e+06 1.723323969137474210e+00 -1.206242120887268454e+00 -4.115788946152711070e+00 1.780866400733441424e+01 -1.038691723662814859e+01 9.883371415170095986e+00 3.158789062500000000e+01 1.257113665342330933e-01 9.709867835044860840e-02 1.291235804557800293e+00 -5.930746346712111733e-02 -9.153574705123912469e-02 -4.817195832729340155e-01 -8.695113658905029297e-01
6.768219853999912739e+06 1.713215581582493874e+00 -1.275063346915657148e+00 -4.259193811508608540e+00 1.702497313994592076e+01 -9.501700596915968688e+00 8.969870820458620386e+00 3.158984375000000000e+01 1.237984746694564819e-01 1.005526036024093628e-01 1.307833194732666016e+00 -7.825059443712233109e-02 -8.488688617944728509e-02 -4.802182912826537531e-01 -8.695179224014281116e-01
6.776552853999912739e+06 1.724810714592577954e+00 -1.309238312723838060e+00 -4.428039667071533181e+00 1.620647823709912672e+01 -8.626115071706021098e+00 8.736348969332755843e+00 3.163085937500000000e+01 1.223021596670150757e-01 1.030980199575424056e-01 1.324998140335083008e+00 -9.741425514221191406e-02 -7.788891345262530241e-02 -4.782443940639495850e-01 -8.693250417709350586e-01
6.784886853999912739e+06 1.748599770664396313e+00 -1.318551677373988706e+00 -4.518923418209701559e+00 1.562321060838425169e+01 -8.328605340243042221e+00 8.559760821422726096e+00 3.163085937500000000e+01 1.212177276611327986e-01 1.047103852033615251e-01 1.342670917510986328e+00 -1.168733015656471808e-01 -7.046794146299367734e-02 -4.758732616901396595e-01 -8.688610196113585316e-01
6.793219853999912739e+06 1.827764390862257615e+00 -1.329472092562127283e+00 -4.711421028593495208e+00 1.488632516799139260e+01 -7.586702289311730851e+00 8.285191978345041619e+00 3.158789062500000000e+01 1.205344051122665405e-01 1.053676232695579668e-01 1.360800981521606445e+00 -1.368229687213897705e-01 -6.301034241914757472e-02 -4.733019471168518622e-01 -8.679252862930297852e-01
6.801552853999912739e+06 1.929691975196248022e+00 -1.320023361595890732e+00 -4.907615126999711030e+00 1.416984209321201149e+01 -7.221740870995070338e+00 7.769505494285641412e+00 3.151757812500000000e+01 1.202393472194671631e-01 1.050931215286254744e-01 1.379232406616210715e+00 -1.573349535465241034e-01 -5.538823455572136623e-02 -4.703981280326843262e-01 -8.665468096733093262e-01
6.809885853999912739e+06 1.993406033887617612e+00 -1.318424596091900325e+00 -5.006616673464290734e+00 1.391421245346660740e+01 -7.079612785493638150e+00 7.385053013050403514e+00 3.154687500000000000e+01 1.203856468200683594e-01 1.038141846656799178e-01 1.397828340530395508e+00 -1.784627437591552734e-01 -4.783593118190770238e-02 -4.670898914337158203e-01 -8.646905422210692249e-01
6.818219853999912739e+06 2.078935855148256628e+00 -1.299564682757317291e+00 -5.187929943303988267e+00 1.349056333219839843e+01 -7.220475510549548837e+00 6.836123687497241086e+00 3.153710937500000000e+01 1.208186894655227661e-01 1.015585884451866011e-01 1.416562318801879883e+00 -2.001004815101623535e-01 -4.036971554160120879e-02 -4.636151194572448730e-01 -8.622012734413146973e-01
6.826552853999912739e+06 2.122552643535926098e+00 -1.277143637953765953e+00 -5.363809793939237736e+00 1.280888429287731434e+01 -7.310735252652181160e+00 6.840935120156721894e+00 3.154882812500000000e+01 1.217339634895324846e-01 9.830258786678314209e-02 1.435296297073364258e+00 -2.223632782697677612e-01 -3.293700143694883176e-02 -4.595487713813781738e-01 -8.592349290847777210e-01
6.834886853999912739e+06 2.130161423013274380e+00 -1.265737639209192800e+00 -5.444389670378684265e+00 1.232522821392239010e+01 -7.152931016719068502e+00 6.613647627398405504e+00 3.154882812500000000e+01 1.229420900344848633e-01 9.406007826328274812e-02 1.453927636146545410e+00 -2.450938522815704346e-01 -2.520206384360796151e-02 -4.552948474884032648e-01 -8.555702567100526013e-01
6.843219853999912739e+06 2.118247954666445665e+00 -1.230186567368899642e+00 -5.569386049138561390e+00 1.140232120470071031e+01 -6.352001494204992937e+00 5.766775696643075655e+00 3.151953125000000000e+01 1.245971322059631209e-01 8.884020149707794189e-02 1.472332119941711426e+00 -2.681989073753356934e-01 -1.772139407694345303e-02 -4.505499303340911865e-01 -8.513283729553220436e-01
6.851552853999912739e+06 2.090439841590684633e+00 -1.160125250756223636e+00 -5.662629020995472828e+00 1.052261920501346815e+01 -5.448712013710996338e+00 5.081490667970403941e+00 3.156640625000000000e+01 1.265086531639099121e-01 8.268901705741880936e-02 1.490449309349060059e+00 -2.914493978023529053e-01 -1.035147719085227624e-02 -4.457242190837860107e-01 -8.463333249092102051e-01
6.859885853999912739e+06 2.075293296943411470e+00 -1.120884936648610442e+00 -5.713270639480137802e+00 1.007496730067057200e+01 -5.100634695444029809e+00 5.086387804237899601e+00 3.156640625000000000e+01 1.287783086299896240e-01 7.566974312067030473e-02 1.508121967315673828e+00 -3.151434957981109064e-01 -3.247781191021287261e-03 -4.402204751968383789e-01 -8.407615423202513538e-01
6.868219853999912739e+06 2.031704054234427126e+00 -1.036299141802798474e+00 -5.832432951454055825e+00 9.293676711589542450e+00 -4.343072005089700482e+00 5.268558254572488941e+00 3.158007812500000000e+01 1.313493102788925171e-01 6.784050166606903076e-02 1.525298595428466797e+00 -3.388895988464354359e-01 3.593477187678162377e-03 -4.343042969703673761e-01 -8.345781564712524414e-01
6.876552853999912739e+06 2.002791899715568036e+00 -9.879750838491281328e-01 -5.981189972983454339e+00 8.937235382930454719e+00 -3.761372470403779200e+00 4.611405890428524224e+00 3.154492187500000000e+01 1.342084109783172607e-01 5.921060591936112144e-02 1.541932463645935059e+00 -3.627080917358397327e-01 1.019783224910494716e-02 -4.279408752918243408e-01 -8.277713060379027210e-01
6.884886853999912739e+06 1.987149972543378773e+00 -9.735582554015520529e-01 -6.045752705696755491e+00 8.585594610886305489e+00 -3.261564441716722218e+00 4.345693329826199935e+00 3.155078125000000000e+01 1.373365819454193115e-01 4.981712996959686279e-02 1.557954430580139160e+00 -3.865975439548492987e-01 1.660847850143903903e-02 -4.211112856864928644e-01 -8.203242421150206409e-01
6.893219853999912739e+06 1.989469597555153291e+00 -9.769481888532968172e-01 -6.184772767962919637e+00 8.227953143073481357e+00 -2.823174179208100210e+00 4.071861416770877540e+00 3.151562500000000000e+01 1.406550705432891846e-01 3.973985835909843445e-02 1.573239445686340332e+00 -4.108676910400391180e-01 2.250498346984380893e-02 -4.137440323829650324e-01 -8.120943307876586914e-01
6.901552853999912739e+06 1.984528780911507972e+00 -1.000162442577829491e+00 -6.299022699730631558e+00 7.931518772101110670e+00 -2.172836051492894160e+00 4.002815954393893705e+00 3.155664062500000000e+01 1.441415697336196899e-01 2.900774404406547546e-02 1.587798476219177246e+00 -4.352142810821534313e-01 2.827824279665941062e-02 -4.058119952678679865e-01 -8.031846284866333008e-01
6.909886853999912739e+06 1.982506511883691980e+00 -1.016235452429792074e+00 -6.329042713384837704e+00 7.827106665726225820e+00 -1.824789596941468028e+00 4.152242113078877139e+00 3.155664062500000000e+01 1.477642208337783813e-01 1.768261939287185669e-02 1.601580142974853516e+00 -4.595217406749724787e-01 3.398770838975895270e-02 -3.974303007125854492e-01 -7.935577034950254127e-01
6.918219853999912739e+06 1.963173724970642908e+00 -1.051022712636934697e+00 -6.333139224266008505e+00 7.369853648153456227e+00 -1.390003218995367495e+00 3.849230971974801463e+00 3.152539062500000000e+01 1.514655351638793945e-01 5.859132856130599976e-03 1.614560723304748313e+00 -4.836829006671906628e-01 3.982178121805185489e-02 -3.884331285953521729e-01 -7.833164334297181286e-01
6.926552853999912739e+06 1.910815795390218730e+00 -1.079141341780391450e+00 -6.307726334732537410e+00 6.818989776589412521e+00 -1.258687110926771879e+00 3.158531077916550522e+00 3.157226562500000000e+01 1.552485674619674683e-01 -6.416793912649154663e-03 1.626699090003967285e+00 -5.076042413711547852e-01 4.550177603960036538e-02 -3.789109885692596991e-01 -7.724596858024597168e-01
6.934885853999912739e+06 1.872152438509943284e+00 -1.084912240262403405e+00 -6.284060467103762093e+00 6.377338568015188613e+00 -1.352581277562197926e+00 2.949577232448204800e+00 3.152343750000000000e+01 1.591080725193023682e-01 -1.910800859332084656e-02 1.638000011444091575e+00 -5.310114026069641113e-01 5.127418041229239720e-02 -3.688699603080749512e-01 -7.611392140388489880e-01
6.943219853999912739e+06 1.764313538449064023e+00 -1.114291770066753617e+00 -6.286105833123463604e+00 5.037983272447707606e+00 -2.007589439030601053e+00 3.328205347698376393e+00 3.152343750000000000e+01 1.629930436611175537e-01 -3.215467557311058044e-02 1.648421406745910645e+00 -5.540065765380859375e-01 5.686803162097924663e-02 -3.582806289196014404e-01 -7.493182420730588600e-01
6.951552853999912739e+06 1.644243738753043971e+00 -1.098022094658115178e+00 -6.345264301747309155e+00 4.671940830558744651e+00 -1.329546600625721275e+00 2.627648252894301706e+00 3.152734375000000000e+01 1.668686419725418091e-01 -4.550221189856528542e-02 1.657912731170654297e+00 -5.765516161918640137e-01 6.213434413075435980e-02 -3.471562266349792480e-01 -7.370278239250181995e-01
6.959886853999912739e+06 1.599541927245964335e+00 -1.052162657347851971e+00 -6.352738674430915999e+00 4.449915087117899404e+00 -1.022435107564797274e+00 2.129801248674848768e+00 3.149023437500000000e+01 1.707669645547866821e-01 -5.910774320363998413e-02 1.666511893272399902e+00 -5.984137058258057751e-01 6.693621724843973331e-02 -3.359224796295165461e-01 -7.242766022682189941e-01
6.968219853999912739e+06 1.518307318063707889e+00 -9.570788689664655458e-01 -6.337433877835965568e+00 3.858246484326888215e+00 -1.456656978017500381e-01 1.562785396669167826e+00 3.155859375000000000e+01 1.746163070201873502e-01 -7.287266850471496582e-02 1.674220919609069824e+00 -6.197063922882080078e-01 7.147008180618280582e-02 -3.242857158184051514e-01 -7.111221551895141602e-01
6.976552853999912739e+06 1.468491982679872354e+00 -8.140012367742262001e-01 -6.284870386796767683e+00 3.002547267714329671e+00 1.387460328493982376e+00 1.189603193598437025e+00 3.152539062500000000e+01 1.785009354352951050e-01 -8.674690127372740311e-02 1.681041240692138672e+00 -6.403405666351318359e-01 7.565494626760477237e-02 -3.125097751617432196e-01 -6.975514292716978870e-01
6.984885853999912739e+06 1.469974331155456726e+00 -7.262431485084684946e-01 -6.238023928887681535e+00 2.584898842214792936e+00 2.106453344416955975e+00 1.049326516488437555e+00 3.152539062500000000e+01 1.823960244655608853e-01 -1.006532832980155945e-01 1.687013983726501465e+00 -6.603853702545164905e-01 7.939236611127849230e-02 -3.007573187351226807e-01 -6.834713220596313477e-01
6.993219853999912739e+06 1.493936441896817957e+00 -5.483106504513464152e-01 -6.085466655624973242e+00 1.982428987040172785e+00 2.830280101283594529e+00 5.659933286993139578e-01 3.152539062500000000e+01 1.863035261631011963e-01 -1.145341023802757263e-01 1.692193627357482910e+00 -6.797047257423400879e-01 8.266484737396237459e-02 -2.890358865261077326e-01 -6.690486669540404163e-01
7.001552853999912739e+06 1.520456272363299499e+00 -3.731466432485167073e-01 -5.895626179949243095e+00 1.585182927154119126e+00 2.967603798745650501e+00 8.241060201872095481e-02 3.152929687500000000e+01 1.901795268058776855e-01 -1.283217072486877441e-01 1.696652531623840332e+00 -6.982169151306152344e-01 8.559997379779810123e-02 -2.777331769466400146e-01 -6.542400121688841663e-01
7.009886853999912739e+06 1.536765634220974341e+00 -2.872584942602542935e-01 -5.807034842062465785e+00 1.372758296943147549e+00 2.953171533656719028e+00 5.950643416803713670e-02 3.155664062500000000e+01 1.940731108188628873e-01 -1.419754028320312500e-01 1.700399398803710715e+00 -7.159066200256347656e-01 8.796614408493035053e-02 -2.667056024074554443e-01 -6.392243504524232067e-01
7.018219853999912739e+06 1.581431877519043239e+00 -1.397431587833774524e-01 -5.629116123803761695e+00 1.166334362500847543e+00 2.583475980023815843e+00 6.606112658748619637e-02 3.155664062500000000e+01 1.979831457138061246e-01 -1.554542034864425659e-01 1.703448653221130371e+00 -7.330358624458314099e-01 8.990683406591411242e-02 -2.560471296310424805e-01 -6.237106323242185280e-01
7.026552853999912739e+06 1.602813877143217658e+00 -1.918701503773031711e-02 -5.461979880118535746e+00 1.055921560357291566e+00 2.016269790367368309e+00 -4.882145949086497683e-01 3.152929687500000000e+01 2.018827199935912808e-01 -1.687346845865249634e-01 1.705838561058044434e+00 -7.494236826896667480e-01 9.170749783515926012e-02 -2.459380924701690396e-01 -6.078391075134278454e-01
7.034886853999912739e+06 1.587540930627999058e+00 2.780579245742980168e-02 -5.376307782084184694e+00 9.887137677481712128e-01 1.711592865852922252e+00 -4.389504516341313778e-01 3.152343750000000000e+01 2.057962715625762662e-01 -1.818044632673263550e-01 1.707605123519897461e+00 -7.649201154708862305e-01 9.321364760398860583e-02 -2.363639026880264005e-01 -5.918958783149718128e-01
7.043219853999912739e+06 1.521048441376768645e+00 8.568214379577382411e-02 -5.188797949780568963e+00 7.990917814581510736e-01 1.420174034232341898e+00 -1.387654798712820714e-01 3.151953125000000000e+01 2.097149938344955722e-01 -1.946034729480743686e-01 1.708745360374450684e+00 -7.795381546020505592e-01 9.435240924358360981e-02 -2.272125631570816040e-01 -5.760142803192138672e-01
7.051552853999912739e+06 1.424991919140349950e+00 1.022647914950572390e-01 -4.984631322890241023e+00 6.166706300905372418e-01 1.156453006735721933e+00 8.371859163403984339e-02 3.153125000000000000e+01 2.136499732732772827e-01 -2.072230130434035977e-01 1.709234476089477539e+00 -7.935465574264526367e-01 9.525499492883678088e-02 -2.182361036539077481e-01 -5.599851012229918323e-01
7.059885853999912739e+06 1.365719265850140252e+00 9.861507596407231846e-02 -4.876271042401559619e+00 3.946448866496913843e-01 1.211869874256232826e+00 2.642949052727027182e-01 3.153125000000000000e+01 2.175359427928924283e-01 -2.195219397544860840e-01 1.709225177764892356e+00 -8.065106272697447620e-01 9.578352421522136340e-02 -2.095567137002944669e-01 -5.444741845130920410e-01
7.068219853999912739e+06 1.247261037482271018e+00 6.316172618808581218e-02 -4.641538760545553366e+00 6.460661937275824496e-02 1.380498821602717197e+00 8.248638245945983938e-01 3.155078125000000000e+01 2.213306576013564786e-01 -2.315508723258971890e-01 1.708632111549377441e+00 -8.187246918678283691e-01 9.600319713354105167e-02 -2.010936588048934937e-01 -5.291829109191892311e-01
7.076552853999912739e+06 1.121737431074640856e+00 -1.137411155165569607e-02 -4.409655412404730690e+00 -5.420715684693777625e-02 1.304639833382940317e+00 2.728451028591107885e-01 3.152148437500000000e+01 2.251330167055130005e-01 -2.434186637401580811e-01 1.707553863525390625e+00 -8.301069736480710670e-01 9.613063186407087846e-02 -1.928136348724364679e-01 -5.142998695373536266e-01
7.084886853999912739e+06 1.051997221178259112e+00 -6.774173349628297147e-02 -4.299806981781041593e+00 -1.526185674531503889e-01 1.120393765158620880e+00 1.097095222561165206e-01 3.151953125000000000e+01 2.287647724151611606e-01 -2.550565600395202637e-01 1.706050038337707520e+00 -8.404542207717895508e-01 9.637541323900221391e-02 -1.847011148929595947e-01 -5.002341270446777344e-01
7.093219853999912739e+06 9.036692841264664100e-01 -1.972229746684232010e-01 -4.096119954125828855e+00 -4.622544691166006192e-01 1.090314594627208367e+00 2.080734158216267504e-01 3.157031250000000000e+01 2.323495894670486450e-01 -2.664908766746520996e-01 1.704041719436645508e+00 -8.500675559043883167e-01 9.646167606115337023e-02 -1.767520308494567871e-01 -4.866610467433928888e-01
7.101552853999912739e+06 7.950142642094834011e-01 -3.287738044190702813e-01 -3.909389025389716998e+00 -4.694553040390062604e-01 1.071046754038095461e+00 6.172869928419796315e-01 3.157031250000000000e+01 2.357979714870452881e-01 -2.776796817779541016e-01 1.701582789421081543e+00 -8.590353727340697132e-01 9.634274244308467516e-02 -1.686824262142181119e-01 -4.736270606517792858e-01
7.109885853999912739e+06 7.166777577189757942e-01 -4.508194546867662633e-01 -3.747870955254998471e+00 -3.602426410491848530e-01 9.999843839712642124e-01 5.981656482063331115e-01 3.151757812500000000e+01 2.391209006309508722e-01 -2.887257337570190430e-01 1.698679566383361816e+00 -8.673039674758910023e-01 9.619060158729551835e-02 -1.605266630649566650e-01 -4.612618386745451771e-01
7.118219853999912739e+06 6.762676694791308618e-01 -5.149961247993918301e-01 -3.674477807120795969e+00 -4.202495987359000096e-01 8.313905090288014055e-01 6.954704564388384247e-01 3.155859375000000000e+01 2.423133850097655972e-01 -2.996428012847900391e-01 1.695306301116943137e+00 -8.749269247055052601e-01 9.620633721351619372e-02 -1.523098647594451904e-01 -4.494986534118651789e-01
7.126552853999912739e+06 6.206219182154769642e-01 -6.249228489829590227e-01 -3.546969521610136677e+00 -3.530418061267791008e-01 6.519466705420707830e-01 4.124718094376216837e-01 3.153320312500000000e+01 2.453781515359878262e-01 -3.104555606842041016e-01 1.691498756408691406e+00 -8.819307684898376465e-01 9.605938196182248201e-02 -1.438912600278854370e-01 -4.384813904762268066e-01
7.134886853999912739e+06 5.747173044432750677e-01 -7.141982124623699191e-01 -3.433250048195749748e+00 -6.146721416408569283e-01 8.916220165221702132e-01 -1.190919447203220120e-02 3.147265625000000000e+01 2.482803910970687866e-01 -3.211278021335601807e-01 1.687157154083251953e+00 -8.884387612342833362e-01 9.610432386398312654e-02 -1.354181021451950073e-01 -4.279046654701231800e-01
7.143219853999912739e+06 5.614475809718025845e-01 -7.463780342749023466e-01 -3.370847856050719571e+00 -5.606658797228132318e-01 9.301541365024497132e-01 -1.537471650805670720e-01 3.147265625000000000e+01 2.510578930377960205e-01 -3.316871821880340576e-01 1.682378053665161133e+00 -8.943971395492551490e-01 9.618929773569104280e-02 -1.268530339002609253e-01 -4.179826974868773859e-01
7.151552853999912739e+06 5.498492021724953327e-01 -7.598365540815059660e-01 -3.226366023941778405e+00 -7.106832739396012899e-01 2.293413157523768398e+00 -1.471258921055572655e+00 3.154492187500000000e+01 2.537334561347961426e-01 -3.421319425106048584e-01 1.677092909812927246e+00 -8.998973965644835316e-01 9.650544822216032548e-02 -1.183294355869293213e-01 -4.084966182708740234e-01
