time(us) gx(rad/s) gy(rad/s) gz(rad/s) ax(m/s^2) ay(m/s^2) az(m/s^2) temperature px py pz qx qy qz qw
1.597655285399991274e+07 -1.603197968701781218e+00 -1.960982358600874775e+00 3.418012466022403828e+00 1.254605381820950250e+01 1.091005242107032380e+01 8.908154694817630670e+00 3.118359375000000000e+01 6.168052554130553089e-01 -1.162570118904113631e-01 1.300484657287597656e+00 1.151308342814445357e-01 7.645240426063538985e-02 5.429506897926330566e-01 8.283142447471617542e-01
1.598488585399991274e+07 -1.608126727057561212e+00 -1.941744119060520690e+00 3.507390322736780863e+00 1.316052506492146357e+01 9.098759289057607447e+00 9.062622832571046061e+00 3.117578125000000000e+01 6.195844411849975586e-01 -1.180508881807327132e-01 1.309157490730285645e+00 9.991733729839319400e-02 6.793486326932918207e-02 5.436305403709411621e-01 8.305824398994444691e-01
1.599321985399991274e+07 -1.623188381110780343e+00 -1.971781298174413610e+00 3.543237850846148618e+00 1.386620688731723483e+01 7.595753764772492644e+00 9.200408160356404963e+00 3.114453125000000000e+01 6.220861673355103649e-01 -1.194415315985679626e-01 1.318345665931701660e+00 8.466976881027220292e-02 5.884180590510379449e-02 5.441775918006896973e-01 8.326099514961241566e-01
1.600155285399991274e+07 -1.631999662434679088e+00 -2.006778303127468632e+00 3.531542701909359039e+00 1.395621732384730862e+01 7.130893396219268432e+00 9.094729149135904578e+00 3.114453125000000000e+01 6.241929531097412109e-01 -1.205247715115547180e-01 1.327823638916015625e+00 6.889223307371139526e-02 4.969707876443873323e-02 5.445274710655212402e-01 8.344302177429198109e-01
1.600988685399991274e+07 -1.624686165943445948e+00 -2.124475431211851895e+00 3.459166937894292637e+00 1.392981426246515220e+01 6.587765262606130712e+00 8.559260416536245586e+00 3.120117187500000000e+01 6.259675621986389160e-01 -1.214005872607231140e-01 1.337679982185363547e+00 5.314551293849945068e-02 4.050271585583697931e-02 5.445110797882080078e-01 8.360877633094787598e-01
1.601821985399991274e+07 -1.585811424399476754e+00 -2.255211246654299284e+00 3.356764373397460588e+00 1.354216931580897132e+01 6.180753308497391352e+00 8.451966642226473425e+00 3.116601562500000000e+01 6.274531483650207520e-01 -1.221163794398307800e-01 1.347908496856689453e+00 3.755019977688794225e-02 3.113720938563357618e-02 5.442336201667785645e-01 8.375142812728882946e-01
1.602655285399991274e+07 -1.554002840421781828e+00 -2.319933702617965388e+00 3.302376267370033425e+00 1.311852019454076412e+01 6.328917904636215397e+00 8.187405936824172059e+00 3.116601562500000000e+01 6.286321282386779785e-01 -1.226982921361923218e-01 1.358526825904845969e+00 2.178930491209036049e-02 2.070458978414546278e-02 5.436425209045409046e-01 8.387785553932189941e-01
1.603488585399991274e+07 -1.485667791088333134e+00 -2.433003586315075406e+00 3.223329566421474279e+00 1.239723656314644806e+01 6.556591777045735370e+00 7.815267063554035332e+00 3.116015625000000000e+01 6.295220255851745605e-01 -1.230796426534652849e-01 1.369374752044677512e+00 6.448180880397613723e-03 1.034577004611503259e-02 5.429530739784240723e-01 8.396745324134825550e-01
1.604321985399991274e+07 -1.405498893664189897e+00 -2.484927488240690874e+00 3.198053884120472201e+00 1.158114193860712327e+01 6.545826634761655605e+00 7.476289312295435252e+00 3.116796875000000000e+01 6.300264596939086914e-01 -1.232465058565139632e-01 1.380432128906250000e+00 -8.751058019697608922e-03 -1.964218972715370271e-04 5.422851443290710449e-01 8.401489853858947754e-01
1.605155285399991274e+07 -1.367965256440366373e+00 -2.503577586583342285e+00 3.197503853834508192e+00 1.128590770678848365e+01 6.294158556333210086e+00 7.432301809500353684e+00 3.119531250000000000e+01 6.302238106727600098e-01 -1.232754066586494446e-01 1.391731977462768333e+00 -2.347141131758689533e-02 -1.084954198449844358e-02 5.415143966674804688e-01 8.402936458587646484e-01
1.605988585399991274e+07 -1.315960440773447093e+00 -2.508030933297451526e+00 3.206212417124218117e+00 1.108428432896111993e+01 5.475265942683136267e+00 7.233254431655202765e+00 3.118554687500000000e+01 6.300079822540283203e-01 -1.231621205806732039e-01 1.403197765350341575e+00 -3.828611597418785095e-02 -2.163513563573349341e-02 5.406740903854370117e-01 8.400818705558777966e-01
1.606821985399991274e+07 -1.281444630969249099e+00 -2.511262206204278868e+00 3.185542484028769383e+00 1.058022588439271594e+01 5.405462997731913966e+00 6.465576978209668368e+00 3.116796875000000000e+01 6.294623613357543945e-01 -1.228685006499290466e-01 1.414809823036193848e+00 -5.296481773257256248e-02 -3.270673751831049136e-02 5.397619605064392090e-01 8.395128846168518066e-01
1.607655285399991274e+07 -1.263593606765099242e+00 -2.521214568285396140e+00 3.163941788390482124e+00 1.028979220918901483e+01 5.344070807429644354e+00 6.261560859374402099e+00 3.116796875000000000e+01 6.284981369972229004e-01 -1.224161088466644148e-01 1.426444768905639648e+00 -6.748422235250467471e-02 -4.378522187471380750e-02 5.388332009315490723e-01 8.385626673698425293e-01
1.608488685399991274e+07 -1.212699278700228644e+00 -2.556344578257378597e+00 3.110438076597001000e+00 1.012417300597367920e+01 4.617904555210201600e+00 6.087836202604634650e+00 3.119531250000000000e+01 6.272150278091430664e-01 -1.217636018991470337e-01 1.438101172447204368e+00 -8.165188878774648495e-02 -5.457048863172525577e-02 5.378484725952148438e-01 8.373016119003295898e-01
1.609321985399991274e+07 -1.163345096900231912e+00 -2.594827872934205804e+00 3.030115752391234984e+00 9.917749071531378746e+00 4.473409456008193175e+00 5.669906327527956869e+00 3.117382812500000000e+01 6.255865097045897327e-01 -1.209804043173789978e-01 1.449769258499145508e+00 -9.556452929973600907e-02 -6.568063795566547736e-02 5.367542505264281116e-01 8.357322216033934437e-01
1.610155285399991274e+07 -1.127936783621047656e+00 -2.623024006533280161e+00 2.965190102637290437e+00 9.654918596863568681e+00 4.575796932335886247e+00 5.645301445374633964e+00 3.117382812500000000e+01 6.235756874084472656e-01 -1.200150251388549805e-01 1.461363196372985840e+00 -1.090234965085983138e-01 -7.662326097488394994e-02 5.356981754302978516e-01 8.338286280632019043e-01
1.610988585399991274e+07 -1.038014166707390773e+00 -2.672089763281163766e+00 2.832760565653127838e+00 9.142459178219020544e+00 4.764915051360571141e+00 5.280856867337967664e+00 3.121289062500000000e+01 6.212589144706726074e-01 -1.189269199967384338e-01 1.472912549972533958e+00 -1.220018789172171991e-01 -8.790804445743552464e-02 5.345194339752197266e-01 8.316709995269774280e-01
1.611821985399991274e+07 -9.436878904547040259e-01 -2.692826605320113309e+00 2.710727882041391812e+00 8.556791271196678039e+00 5.067242120673639327e+00 4.632888543486652466e+00 3.119335937500000000e+01 6.185505986213684082e-01 -1.176991164684295654e-01 1.484320044517517090e+00 -1.344267874956130704e-01 -9.885326027870168508e-02 5.333114266395568848e-01 8.292987346649171032e-01
1.612655285399991274e+07 -8.955581746045355729e-01 -2.688297863257336218e+00 2.651833073431640209e+00 8.087536862086569300e+00 5.288871928389516697e+00 4.372456960004327264e+00 3.115429687500000000e+01 6.154847741127014160e-01 -1.163321956992149214e-01 1.495620131492614746e+00 -1.463185846805572510e-01 -1.103814914822577181e-01 5.321065187454223633e-01 8.266011476516723633e-01
1.613488685399991274e+07 -7.711098577912504082e-01 -2.640714156872833396e+00 2.550944767773501098e+00 7.419059353456563422e+00 6.062080121290166268e+00 3.616107648255297402e+00 3.118359375000000000e+01 6.120201349258422852e-01 -1.146735027432441573e-01 1.506673812866210715e+00 -1.578412652015684925e-01 -1.216505840420721990e-01 5.310953855514526367e-01 8.235440850257873535e-01
1.614321985399991274e+07 -6.184112469862627082e-01 -2.544892050987122900e+00 2.494049245724351049e+00 6.840592281356629556e+00 6.042863648283558931e+00 2.735410522840886927e+00 3.112695312500000000e+01 6.082048416137695312e-01 -1.127901822328567644e-01 1.517463445663451926e+00 -1.688996106386185247e-01 -1.328525692224502008e-01 5.303906202316284180e-01 8.200663924217224121e-01
1.615155285399991274e+07 -5.369159797492408792e-01 -2.477322217751364963e+00 2.474258216383604214e+00 6.756582540595228004e+00 5.782746613264552416e+00 2.329935860290156313e+00 3.112695312500000000e+01 6.040773391723632812e-01 -1.106645315885543823e-01 1.528007745742797852e+00 -1.795212477445602417e-01 -1.436320990324019553e-01 5.298705697059631348e-01 8.163204193115233265e-01
1.615988585399991274e+07 -4.097417672445420878e-01 -2.354131711964734475e+00 2.420757245754927123e+00 6.418143299242155209e+00 5.310699087368337068e+00 1.654176243743413544e+00 3.117187500000000000e+01 5.996435284614561878e-01 -1.083033755421638350e-01 1.538280487060546875e+00 -1.895064562559128085e-01 -1.538044065237044733e-01 5.295369625091553845e-01 8.124175071716307484e-01
1.616821985399991274e+07 -3.108344724099246226e-01 -2.244216091997148332e+00 2.334225019158708392e+00 6.019697100202367146e+00 5.046997484587791405e+00 1.424709745836224783e+00 3.116015625000000000e+01 5.949040055274963379e-01 -1.056303158402442793e-01 1.548127889633178711e+00 -1.993163228034973700e-01 -1.636898517608641468e-01 5.293951034545897327e-01 8.082199692726134144e-01
1.617655285399991274e+07 -2.588224264656430185e-01 -2.199758959686580528e+00 2.280082343678488055e+00 5.766467738764428752e+00 4.922979362658892022e+00 1.276631696135989147e+00 3.117578125000000000e+01 5.899081826210021973e-01 -1.026817709207534790e-01 1.557578206062316895e+00 -2.086709290742873868e-01 -1.729907095432280384e-01 5.293980836868286133e-01 8.039081692695617676e-01
1.618488585399991274e+07 -1.648000779680740824e-01 -2.115013732760905096e+00 2.187983755136198472e+00 5.502437124942883173e+00 4.892896091354087318e+00 1.349674314172968348e+00 3.117578125000000000e+01 5.846700072288513184e-01 -9.940819442272186279e-02 1.566634893417358398e+00 -2.175425291061401645e-01 -1.818265318870543878e-01 5.296146869659423828e-01 7.994515895843506970e-01
1.619321985399991274e+07 -8.093281695027629286e-02 -2.032573537414484210e+00 2.146419779424900920e+00 5.410026410105341022e+00 4.612307043156076425e+00 1.771940360981218765e+00 3.116796875000000000e+01 5.791879892349243164e-01 -9.582877904176712036e-02 1.575251102447509544e+00 -2.260141223669050459e-01 -1.902986764907836081e-01 5.300108790397644043e-01 7.948537468910217285e-01
1.620155285399991274e+07 -1.288222863034627595e-02 -1.957331440245848819e+00 2.144707934020154916e+00 5.294813051346847210e+00 3.894566222037729730e+00 1.501113112178318776e+00 3.114453125000000000e+01 5.734593272209167480e-01 -9.196025878190994263e-02 1.583402514457702637e+00 -2.341454923152923584e-01 -1.984084248542785089e-01 5.306283235549926758e-01 7.900909185409545898e-01
1.620988685399991274e+07 1.162512866292329805e-02 -1.928918920036415630e+00 2.155210465223040384e+00 5.311614999499128409e+00 3.423691033780060788e+00 1.180145744063078705e+00 3.115429687500000000e+01 5.674365758895874023e-01 -8.778759837150572343e-02 1.591060996055603027e+00 -2.421155869960785190e-01 -2.060546576976775290e-01 5.314043164253234863e-01 7.851948738098144531e-01
1.621821985399991274e+07 3.956554152442452732e-02 -1.861515979580147917e+00 2.184960758811005821e+00 5.407626131797873548e+00 2.433763825480955489e+00 5.232571818367355299e-01 3.120312500000000000e+01 5.612359046936035156e-01 -8.332451432943344116e-02 1.598206877708435059e+00 -2.499873340129852017e-01 -2.134108543395994706e-01 5.322697758674621582e-01 7.801609635353088379e-01
1.622655285399991274e+07 4.711786812585760237e-02 -1.786912990199202689e+00 2.203865144532918929e+00 5.112391899979234822e+00 1.687136459506530350e+00 2.431886492015747914e-01 3.115625000000000000e+01 5.548101067543029785e-01 -7.858828455209730668e-02 1.604849696159362793e+00 -2.577117085456848700e-01 -2.204466462135314109e-01 5.332492589950561523e-01 7.750053405761718750e-01
1.623488585399991274e+07 4.386386204325472271e-02 -1.750145087098593955e+00 2.197407991751347822e+00 4.940772000995227842e+00 1.283717922196651928e+00 2.469228796016702532e-01 3.115625000000000000e+01 5.482333302497863770e-01 -7.359530776739120483e-02 1.611011266708374023e+00 -2.653519809246063788e-01 -2.271821498870848499e-01 5.342163443565368652e-01 7.697983384132385254e-01
1.624321985399991274e+07 3.676653518684945554e-02 -1.687414541430956261e+00 2.143185216169857021e+00 4.557927610953985464e+00 9.501666472312175760e-01 -1.917376891204769160e-02 3.113867187500000000e+01 5.415046215057373047e-01 -6.837201863527297974e-02 1.616674065589904785e+00 -2.730439603328704834e-01 -2.336783260107040128e-01 5.351845622062684216e-01 7.644728422164916992e-01
1.625155285399991274e+07 2.272698041480216910e-02 -1.632087524020941594e+00 2.057093608833832743e+00 4.160681551067932027e+00 1.120005918327680705e+00 -8.661170092564729472e-02 3.119531250000000000e+01 5.346900224685668945e-01 -6.294702738523483276e-02 1.621860980987548828e+00 -2.805066108703612726e-01 -2.399133890867231889e-01 5.360870361328125000e-01 7.591893076896667480e-01
1.625988685399991274e+07 1.765013361053107896e-02 -1.606405632608165490e+00 2.006386440683334271e+00 3.879848989094104805e+00 1.250093464996206771e+00 -5.925230748890064625e-02 3.119531250000000000e+01 5.278058052062988281e-01 -5.733942240476608276e-02 1.626545071601867676e+00 -2.877458631992340088e-01 -2.457491904497145496e-01 5.369130373001098633e-01 7.540121078491209827e-01
1.626821985399991274e+07 2.245185581459108529e-02 -1.555557481673656373e+00 1.904851767209723601e+00 3.412994858291461320e+00 1.385014860523486213e+00 -8.456208695262579234e-02 3.116406250000000000e+01 5.208132863044738770e-01 -5.154845863580703735e-02 1.630760788917541504e+00 -2.948516607284546454e-01 -2.509038150310515247e-01 5.375906825065612793e-01 7.490701079368590198e-01
1.627655285399991274e+07 2.924054268426121497e-02 -1.502434951176286670e+00 1.813764009578680447e+00 3.224573011155175806e+00 1.588555208533796836e+00 -2.748272026032443360e-01 3.114062500000000000e+01 5.137475132942199707e-01 -4.555125534534454346e-02 1.634477496147155540e+00 -3.015324771404266357e-01 -2.563105523586272083e-01 5.382916927337646484e-01 7.440599203109741211e-01
1.628488585399991274e+07 2.713900835852006352e-02 -1.479684632765204011e+00 1.773770212705243265e+00 3.040951720633827904e+00 1.625904415196779418e+00 -2.981539555493996629e-01 3.115625000000000000e+01 5.066320896148681641e-01 -3.939631581306457520e-02 1.637668132781982422e+00 -3.079600036144256592e-01 -2.614734768867492121e-01 5.389250516891480602e-01 7.391563057899475098e-01
1.629321985399991274e+07 1.602414425402471157e-02 -1.420851306523926105e+00 1.683088897722200716e+00 2.606501346982010414e+00 1.722285920857349106e+00 -5.096407597035569337e-01 3.118359375000000000e+01 4.994837045669556219e-01 -3.306338936090469360e-02 1.640334248542785645e+00 -3.141288459300994873e-01 -2.664455175399779163e-01 5.394405722618104138e-01 7.343934774398803711e-01
1.630155285399991274e+07 2.058409397013227088e-02 -1.347778409414594369e+00 1.593605894083077956e+00 2.384475603541164723e+00 1.972796230184304722e+00 -1.288429402203591145e+00 3.116406250000000000e+01 4.922618865966796875e-01 -2.655304968357085835e-02 1.642469406127929688e+00 -3.199932277202606756e-01 -2.712103128433226429e-01 5.399090647697448730e-01 7.297584414482115589e-01
1.630988585399991274e+07 3.511871472023765650e-02 -1.303533571646362299e+00 1.551305586887794297e+00 2.383275464387430098e+00 2.088407266577287924e+00 -1.577657422656485009e+00 3.116406250000000000e+01 4.850080609321593683e-01 -1.987642049789428711e-02 1.644039273262023926e+00 -3.256147503852844238e-01 -2.757717072963712934e-01 5.403811335563660778e-01 7.251986861228940651e-01
1.631821985399991274e+07 8.521095455982329037e-02 -1.214274495518427255e+00 1.444797716825866107e+00 2.184052364867536067e+00 1.990878459578888870e+00 -1.801735249325182808e+00 3.117382812500000000e+01 4.777767062187194269e-01 -1.298770308494567871e-02 1.645045042037963867e+00 -3.309348821640014648e-01 -2.801268398761748157e-01 5.407351255416870117e-01 7.208443284034730114e-01
1.632655285399991274e+07 1.556111687777107511e-01 -1.143916914492242753e+00 1.314264615386883550e+00 1.962026621426689710e+00 1.813869189638635637e+00 -2.014881698650234476e+00 3.116601562500000000e+01 4.705269932746887207e-01 -5.911204963922500610e-03 1.645522594451904297e+00 -3.358293473720551092e-01 -2.842068970203399103e-01 5.411868095397950329e-01 7.166323065757750355e-01
1.633488685399991274e+07 1.914181693723771283e-01 -1.113056157252680700e+00 1.244704615594975250e+00 1.918821611892255641e+00 1.776540378927530472e+00 -2.090678472225202533e+00 3.112695312500000000e+01 4.633466601371764582e-01 1.359421759843826294e-03 1.645434856414794700e+00 -3.405268192291258655e-01 -2.883405685424804688e-01 5.416690111160278320e-01 7.123875021934509277e-01
1.634321985399991274e+07 2.708593167167661631e-01 -1.059932728884114495e+00 1.094797392984037110e+00 1.820410201286042362e+00 1.775344947459875034e+00 -1.788359119712330303e+00 3.112695312500000000e+01 4.561320543289184570e-01 8.805818855762481689e-03 1.644794225692749023e+00 -3.446810543537139893e-01 -2.921963334083556019e-01 5.424125790596008301e-01 7.082406282424925648e-01
1.635155285399991274e+07 3.691799755956006179e-01 -1.014529067391267247e+00 9.417946890576881502e-01 1.623587380073616693e+00 1.648913192511824111e+00 -1.568084992941563671e+00 3.117773437500000000e+01 4.489521384239196777e-01 1.643810421228408813e-02 1.643608450889587402e+00 -3.483958840370176557e-01 -2.957173883914946400e-01 5.432376265525817871e-01 7.043185234069824219e-01
1.635988585399991274e+07 4.115765933183039849e-01 -9.818576606252144012e-01 8.622503313610814235e-01 1.516774995391263925e+00 1.589913052210846889e+00 -1.469001071799829861e+00 3.118359375000000000e+01 4.417504668235778253e-01 2.421524748206138264e-02 1.641886949539184348e+00 -3.515350520610809326e-01 -2.987897098064422052e-01 5.444023609161378063e-01 7.005525231361389160e-01
1.636821985399991274e+07 4.855880076239703080e-01 -9.159916608283448225e-01 7.053949929590801471e-01 1.501173186392718240e+00 1.583893052582117544e+00 -1.458201321603669998e+00 3.120703125000000000e+01 4.345893859863280695e-01 3.220145776867866516e-02 1.639611601829528809e+00 -3.540605306625364546e-01 -3.019490838050840620e-01 5.457146167755126953e-01 6.968956589698791504e-01
1.637655285399991274e+07 5.538937381546318317e-01 -8.292476083931551445e-01 5.343387920708555505e-01 1.450767341935877308e+00 1.487555144617624059e+00 -1.192951658813170335e+00 3.116796875000000000e+01 4.274332523345947266e-01 4.031787812709807656e-02 1.636792540550231934e+00 -3.561220467090607245e-01 -3.045370876789091907e-01 5.472921729087829590e-01 6.934733986854553223e-01
1.638488685399991274e+07 5.883779355919840359e-01 -7.765730928161390656e-01 4.400757422512741046e-01 1.401561636632771002e+00 1.511645179235846292e+00 -8.384255632577675144e-01 3.116796875000000000e+01 4.202380478382111151e-01 4.855985194444655678e-02 1.633450031280517578e+00 -3.575539886951447088e-01 -3.067458570003508411e-01 5.492318868637084961e-01 6.902219653129577637e-01
1.639321985399991274e+07 6.727249897774377763e-01 -6.678702802423147622e-01 2.288799543810228487e-01 1.364357322867007838e+00 1.777794516203764275e+00 -1.032791413476563669e-01 3.117968750000000000e+01 4.130275845527648926e-01 5.694414302706718445e-02 1.629571795463562012e+00 -3.584564626216888428e-01 -3.084481656551359974e-01 5.514042973518371582e-01 6.872569918632507324e-01
1.640155285399991274e+07 7.896887735471591618e-01 -5.532736020855854031e-01 2.412224714020960031e-02 1.487971655701640694e+00 2.312483945159822252e+00 4.578805832431048772e-01 3.116796875000000000e+01 4.057072401046752930e-01 6.534567475318908691e-02 1.625134825706481934e+00 -3.589203953742979847e-01 -3.092356622219084583e-01 5.541592836380004883e-01 6.844391226768493652e-01
1.640988585399991274e+07 8.584756020805516252e-01 -4.958015385549512932e-01 -7.525411929217885876e-02 1.513174577930060716e+00 2.464221022570181052e+00 8.606923963705097602e-01 3.113671875000000000e+01 3.983588218688964844e-01 7.385866343975067139e-02 1.620171427726745605e+00 -3.587509393692015491e-01 -3.096976280212400678e-01 5.571642518043518066e-01 6.818746924400329590e-01
1.641821985399991274e+07 1.013959215929739921e+00 -3.886001403122345543e-01 -2.730692167293182759e-01 1.545578335080887156e+00 2.529249256131585799e+00 1.569094670190817942e+00 3.113671875000000000e+01 3.909011483192443848e-01 8.246430009603500366e-02 1.614635705947875977e+00 -3.580463528633118231e-01 -3.096737861633300226e-01 5.605450868606567383e-01 6.794807314872741699e-01
1.642655285399991274e+07 1.195236041725423970e+00 -2.917717501941844427e-01 -4.573949001794940794e-01 1.648790302302037158e+00 2.503950084829366762e+00 1.732253488964874633e+00 3.116015625000000000e+01 3.832527101039886475e-01 9.110789000988006592e-02 1.608590126037597656e+00 -3.564256131649016224e-01 -3.091883063316344105e-01 5.645120739936828613e-01 6.772661805152893066e-01
1.643488585399991274e+07 1.288354106118760667e+00 -2.464264766176694488e-01 -5.408528260768343809e-01 1.642789606533365809e+00 2.448553721175823039e+00 1.746467755690008339e+00 3.119921875000000000e+01 3.754312992095947266e-01 9.979623556137086349e-02 1.601970076560973899e+00 -3.542480170726776123e-01 -3.081414103507996161e-01 5.689178109169007458e-01 6.751960515975952148e-01
1.644321985399991274e+07 1.477827433587622696e+00 -1.546527945406767912e-01 -6.890116285311529420e-01 1.776005052597873224e+00 2.193234275545563161e+00 1.882269730418528741e+00 3.119531250000000000e+01 3.674244284629821777e-01 1.085411086678504805e-01 1.594782590866088867e+00 -3.512689471244812012e-01 -3.069209456443786066e-01 5.738058090209962048e-01 6.731690764427185059e-01
1.645155285399991274e+07 1.671287628806452652e+00 -7.018990779793213286e-02 -8.173362119504681278e-01 1.965627038887892697e+00 1.901781342756764692e+00 2.193641647380214721e+00 3.116406250000000000e+01 3.592906594276428223e-01 1.173609346151352067e-01 1.587012171745300293e+00 -3.476733565330505371e-01 -3.057215213775633655e-01 5.789694786071777344e-01 6.711572408676147461e-01
1.645988685399991274e+07 1.768403177258242698e+00 -3.072986238527015967e-02 -8.763997253414484989e-01 2.076039841031448674e+00 1.692226606702368352e+00 2.288595281200155984e+00 3.116406250000000000e+01 3.508443236351012628e-01 1.259195655584335327e-01 1.578645706176757812e+00 -3.441357314586638849e-01 -3.027535974979399525e-01 5.851585865020751953e-01 6.689546704292296253e-01
1.646821985399991274e+07 1.943801929001606421e+00 3.995018470489911794e-02 -9.820207092814867700e-01 2.200854313019815933e+00 1.286372853355477464e+00 2.533908496801054788e+00 3.114453125000000000e+01 3.421678245067596436e-01 1.344178318977355957e-01 1.569713115692138672e+00 -3.401145637035368763e-01 -2.993888258934020441e-01 5.918561220169068493e-01 6.666293144226073109e-01
1.647655285399991274e+07 2.099132390173546803e+00 9.951505689424083867e-02 -1.080220936827819056e+00 2.390476299309836516e+00 8.781047115838076511e-01 2.913514768618031159e+00 3.116796875000000000e+01 3.332876265048980713e-01 1.428663879632949829e-01 1.560219526290893555e+00 -3.357079327106475830e-01 -2.955325841903685413e-01 5.989725589752197266e-01 6.642233133316040039e-01
1.648488585399991274e+07 2.170322089966419288e+00 1.275017914213304737e-01 -1.122423657237243244e+00 2.443282422074145366e+00 6.781893994935218606e-01 3.115068044779679468e+00 3.117187500000000000e+01 3.242502510547637384e-01 1.512116193771362305e-01 1.550185799598693848e+00 -3.312743306159972589e-01 -2.909177243709563099e-01 6.064534187316895641e-01 6.616936326026916504e-01
1.649321985399991274e+07 2.302646374269787799e+00 1.883472684179223477e-01 -1.205680091608434701e+00 2.506889797222064065e+00 4.891116407122345633e-01 3.122494234541111524e+00 3.116406250000000000e+01 3.148593902587890625e-01 1.595423519611358643e-01 1.539673328399658203e+00 -3.260093033313751776e-01 -2.860371172428129438e-01 6.142933368682862438e-01 6.591998338699340820e-01
1.650155285399991274e+07 2.422496293077912810e+00 2.623723852993368744e-01 -1.271945039669991839e+00 2.539293554372889616e+00 1.482973440960343448e-01 3.149228721038738854e+00 3.116406250000000000e+01 3.052671253681182861e-01 1.677568554878234863e-01 1.528652191162109153e+00 -3.204531371593475342e-01 -2.808169424533842884e-01 6.223920583724975586e-01 6.565666198730468750e-01
1.650988685399991274e+07 2.476039549864871958e+00 3.113528699834152147e-01 -1.301953900560794741e+00 2.697711922665816608e+00 -8.896016017642960350e-02 3.258809658218804195e+00 3.111132812500000000e+01 2.955020964145660400e-01 1.758687049150466919e-01 1.517092943191528320e+00 -3.145845234394072931e-01 -2.756168842315672718e-01 6.306615471839904785e-01 6.537107825279235840e-01
1.651821985399991274e+07 2.558838859859548620e+00 4.199222048897864878e-01 -1.362592693111661424e+00 2.978544484639643830e+00 -5.923746633881519230e-01 3.431460794153480709e+00 3.116992187500000000e+01 2.854814231395721436e-01 1.838148236274719238e-01 1.505011558532714844e+00 -3.085566759109497070e-01 -2.693188488483428955e-01 6.393876671791076660e-01 6.507253646850585938e-01
1.652655285399991274e+07 2.609472379113078500e+00 5.321944527585079632e-01 -1.439345052448026685e+00 3.304982334455374815e+00 -1.380003466548088031e+00 3.590668571205863913e+00 3.119921875000000000e+01 2.752717733383178711e-01 1.916218101978302002e-01 1.492471694946289062e+00 -3.022267520427703857e-01 -2.628240585327147327e-01 6.482870578765869141e-01 6.475387215614318848e-01
1.653488585399991274e+07 2.618595765930080699e+00 5.885729863955112551e-01 -1.482152512989077575e+00 3.554611278432109778e+00 -1.802728370133959146e+00 3.701412527196632052e+00 3.119921875000000000e+01 2.648712992668151855e-01 1.992963552474975586e-01 1.479541540145874023e+00 -2.955620288848876953e-01 -2.558489143848418079e-01 6.572563648223876953e-01 6.443589329719543457e-01
1.654321985399991274e+07 2.602247393116978280e+00 6.922811207031465131e-01 -1.581967968553157800e+00 3.989061652083925491e+00 -2.348306504151343788e+00 4.161141611543428986e+00 3.115625000000000000e+01 2.542739808559417725e-01 2.068137824535369595e-01 1.466234087944030762e+00 -2.886172533035278320e-01 -2.482233941555021250e-01 6.662279963493347168e-01 6.412686705589294434e-01
1.655155285399991274e+07 2.568416460600103868e+00 8.061507334169326633e-01 -1.704463695091694486e+00 4.410310495044667434e+00 -2.347140101842709381e+00 5.020519956921560834e+00 3.115820312500000000e+01 2.435335814952850342e-01 2.141554355621337613e-01 1.452596783638000488e+00 -2.815551161766052801e-01 -2.406300753355024857e-01 6.749942898750305176e-01 6.381274461746215820e-01
1.655988585399991274e+07 2.560787959822846016e+00 8.669275852149151973e-01 -1.774512533840290285e+00 4.556727471800251728e+00 -2.153264106182137372e+00 5.605020849805718797e+00 3.118750000000000000e+01 2.325856983661651889e-01 2.213378697633743286e-01 1.438697338104248047e+00 -2.741022408008575995e-01 -2.322404533624647938e-01 6.836501359939576306e-01 6.352596282958984375e-01
1.656821985399991274e+07 2.579062630759856312e+00 9.939134687136449431e-01 -1.932330484471706411e+00 5.190400944971964137e+00 -1.606577736089250363e+00 7.279422810993225745e+00 3.116406250000000000e+01 2.214140892028808316e-01 2.283188104629516879e-01 1.424561023712158203e+00 -2.660768330097198486e-01 -2.230708599090574507e-01 6.923239827156066895e-01 6.325582861900329590e-01
1.657655285399991274e+07 2.677474555555422242e+00 1.131104279685120062e+00 -2.096712140024340698e+00 5.808472609145129084e+00 -1.091201256229632488e+00 8.236945354462539726e+00 3.116406250000000000e+01 2.100006341934204102e-01 2.350559383630752286e-01 1.410220384597778320e+00 -2.576831877231597345e-01 -2.133217900991438709e-01 7.009247541427612305e-01 6.299187541007995605e-01
1.658488685399991274e+07 2.837199699816600695e+00 1.278907489489707672e+00 -2.247916205514425059e+00 6.574161389227615615e+00 -9.949276656583609935e-01 8.945722180118593769e+00 3.116992187500000000e+01 1.983528733253479281e-01 2.415099591016769132e-01 1.395707488059997559e+00 -2.489162832498549305e-01 -2.032067328691481156e-01 7.094677090644836426e-01 6.272187232971192516e-01
1.659321985399991274e+07 2.928838556359135925e+00 1.361216903977885861e+00 -2.316377870354261681e+00 6.937803552809108432e+00 -1.157538232102455655e+00 9.228757003577680251e+00 3.116406250000000000e+01 1.864320933818816861e-01 2.476149201393127719e-01 1.381093502044677512e+00 -2.397549599409103949e-01 -1.921311467885969126e-01 7.180467247962951660e-01 6.245095133781433105e-01
