time(us) gx(rad/s) gy(rad/s) gz(rad/s) ax(m/s^2) ay(m/s^2) az(m/s^2) temperature px py pz qx qy qz qw sins_px sins_py sins_pz
1.719420933229999542e+08 2.801207501721997839e-01 -1.375221694246029080e-01 4.522856410067217503e-01 9.614113865636602085e+00 -2.575520807222164699e-02 -5.298796923080217880e-01 2.941406250000000000e+01 -1.040299892425537109e+00 7.149882316589355469e-01 1.584853649139404297e+00 -1.215768232941626809e-01 -1.852734982967375876e-01 1.648499071598053256e-01 9.611020684242248535e-01 -1.143614721249295085e+00 2.322358092378257743e-01 1.620890603582308076e+00
1.719504263229999542e+08 2.844485816185265414e-01 -1.185922103846686060e-01 4.304921229648212555e-01 9.413690626962974761e+00 -2.075835425039946891e-01 -6.269409575266333690e-01 2.947851562500000000e+01 -1.029375433921813965e+00 7.155347466468811035e-01 1.586113929748535156e+00 -1.229312792420387823e-01 -1.851720809936523160e-01 1.642028540372848511e-01 9.610602259635923073e-01 -1.134655229612393512e+00 2.317903792550047859e-01 1.620460714129640545e+00
1.719587603229999542e+08 2.895000712802548448e-01 -9.963906945631043066e-02 4.043991264821688025e-01 9.372885895736008166e+00 -2.774281426796856853e-01 -7.474295426340870074e-01 2.942773437500000000e+01 -1.018683433532714844e+00 7.143874764442443848e-01 1.587573647499084473e+00 -1.242161095142364363e-01 -1.854848861694335938e-01 1.661832034587860385e-01 9.604940414428707607e-01 -1.125045041623073949e+00 2.313232004797778074e-01 1.619974673040422752e+00
1.719670933229999542e+08 3.022175791485500196e-01 -5.205391511264700205e-02 3.269557575470408706e-01 9.304477963973150523e+00 -5.471808246346796523e-01 -8.192494512489593150e-01 2.946875000000000000e+01 -1.008180141448974609e+00 7.120113968849182129e-01 1.589176297187805176e+00 -1.253814995288849432e-01 -1.857371032238006314e-01 1.698696911334992010e-01 9.596486687660216175e-01 -1.114792328289038625e+00 2.308087176256090611e-01 1.619429312066595461e+00
1.719754273229999542e+08 3.123988809012077650e-01 1.414284172547456732e-02 2.277747514433823561e-01 9.185664187753456389e+00 -7.579192294119985185e-01 -7.869421834275726058e-01 2.947265625000000000e+01 -9.978252649307250977e-01 7.087497711181640625e-01 1.590860605239867942e+00 -1.260427832603455145e-01 -1.862739175558090488e-01 1.749706566333771030e-01 9.585408568382264294e-01 -1.103904476533482670e+00 2.302342105729066057e-01 1.618830346685755872e+00
1.719837603229999542e+08 3.136600708054929076e-01 4.972945456256999686e-02 1.686858785149961959e-01 9.165261822139971315e+00 -8.337870666690977428e-01 -8.277716667982697452e-01 2.947265625000000000e+01 -9.875787496566771351e-01 7.049556970596313477e-01 1.592644214630126731e+00 -1.264332830905914307e-01 -1.867316663265227994e-01 1.810385286808014471e-01 9.572725892066956677e-01 -1.092382252248169427e+00 2.295992442766690844e-01 1.618172559331936933e+00
1.719920933229999542e+08 3.171693783578493631e-01 1.206074012957648739e-01 5.264729707847948248e-02 9.159261126371299966e+00 -9.951601147607104236e-01 -9.369488199490944025e-01 2.946484375000000000e+01 -9.774425029754638672e-01 7.007386088371276855e-01 1.594470739364624023e+00 -1.264956146478652677e-01 -1.870962977409362515e-01 1.875588595867156705e-01 9.559369683265686035e-01 -1.080224227387003744e+00 2.288895723850984387e-01 1.617445920722901498e+00
1.720004263229999542e+08 3.162818473868079239e-01 1.894184743180611086e-01 -5.852300791738697383e-02 9.148459873987693669e+00 -1.116791474527690342e+00 -1.054305437629778686e+00 2.943359375000000000e+01 -9.673855304718016468e-01 6.963808536529541016e-01 1.596370220184325950e+00 -1.261875182390213568e-01 -1.872729212045668723e-01 1.942772120237350741e-01 9.546003341674803577e-01 -1.067431318649609606e+00 2.280981287610470420e-01 1.616641997759036053e+00
1.720087603229999542e+08 3.136340789022916686e-01 2.264090769021752936e-01 -1.119465655546548616e-01 9.155660708910096091e+00 -1.236015892011053108e+00 -9.943992648010131497e-01 2.943359375000000000e+01 -9.573640823364255592e-01 6.919258236885070801e-01 1.598288536071777122e+00 -1.254556924104691107e-01 -1.872293949127196711e-01 2.011020034551620761e-01 9.532911777496335670e-01 -1.054000675006045107e+00 2.272165969361845672e-01 1.615770987781713242e+00
1.720170933229999542e+08 3.066582508155117348e-01 2.945477574844159174e-01 -2.085759508445208799e-01 9.105254864453257824e+00 -1.344396605025327540e+00 -9.936521146573539243e-01 2.946679687500000000e+01 -9.473702907562255859e-01 6.875294446945190430e-01 1.600247502326965110e+00 -1.243928521871567189e-01 -1.870189905166625699e-01 2.078792899847030362e-01 9.520170688629149280e-01 -1.039941172338923803e+00 2.262380597117605863e-01 1.614831114302134774e+00
1.720254263229999542e+08 2.955938413690094579e-01 3.437675525299088708e-01 -2.855605654371387581e-01 9.188064466060925639e+00 -1.557561700547604344e+00 -9.488636155869395461e-01 2.942382812500000000e+01 -9.373834133148192249e-01 6.831774115562438965e-01 1.602209448814392090e+00 -1.228617280721663596e-01 -1.868095546960830133e-01 2.145743966102600098e-01 9.507707357406616211e-01 -1.025240785579851988e+00 2.251439661595983077e-01 1.613826907819085221e+00
