time(us) gx(rad/s) gy(rad/s) gz(rad/s) ax(m/s^2) ay(m/s^2) az(m/s^2) temperature px py pz qx qy qz qw sins_px sins_py sins_pz
1.135376554199981689e+07 -1.764998913411409964e-01 -4.429005582723812007e-02 9.547503897929165984e-02 8.968439000927549642e+00 1.898690606368926836e-01 -7.702226847725601733e-01 2.532031250000000000e+01 4.735775589942932129e-01 -5.036748647689819336e-01 2.019861221313476562e+00 -1.724893599748610895e-01 -1.273667067289353250e-01 -3.960500657558440607e-01 8.928434848785398170e-01 5.309692473577962346e+02 1.547117100774240050e+01 -2.368328848154395416e+01
1.136209854199981689e+07 -1.833436754223813636e-01 -4.377666283014727822e-02 1.033119303795065197e-01 8.921633573931906369e+00 2.187760014448486279e-01 -7.637065718901532296e-01 2.535546875000000000e+01 4.738124012947082520e-01 -5.101324319839477539e-01 2.020385742187500000e+00 -1.729323565959930420e-01 -1.269679516553878784e-01 -3.965798318386076771e-01 8.925794363021849476e-01 5.318169360375957240e+02 1.549047427160250301e+01 -2.373071149564969318e+01
1.137043254199981689e+07 -1.955796431649970135e-01 -4.040102255104315032e-02 1.130675241272123543e-01 8.858026198783990779e+00 2.512972945789888612e-01 -6.441018596256049555e-01 2.535546875000000000e+01 4.740947782993316650e-01 -5.165931582450866699e-01 2.020847320556640625e+00 -1.734120696783064686e-01 -1.266073584556580423e-01 -3.972889184951782227e-01 8.922221660614012562e-01 5.326653395114741443e+02 1.550979843624413235e+01 -2.377818078677401559e+01
1.137876554199981689e+07 -1.967828909230764367e-01 -4.073322163861815837e-02 1.211281421918083967e-01 9.104054725299523199e+00 2.043082322915387161e-01 -6.063557351570414422e-01 2.537695312500000000e+01 4.743702113628387451e-01 -5.230563879013061523e-01 2.021259784698486328e+00 -1.738886535167694647e-01 -1.262805312871933261e-01 -3.980435729026792768e-01 8.918393254280089222e-01 5.335142818655921246e+02 1.552913283662699584e+01 -2.382568517349953652e+01
1.138709854199981689e+07 -1.960428021077718352e-01 -4.362517030072733670e-02 1.213938947150239589e-01 9.290076294128336798e+00 1.814101758581142532e-01 -5.701370626011494913e-01 2.532812500000000000e+01 4.746365845203400213e-01 -5.294994711875915527e-01 2.021624565124512163e+00 -1.743956953287124634e-01 -1.258797049522400735e-01 -3.985917568206787109e-01 8.915520906448364258e-01 5.343638757708522462e+02 1.554847903892312466e+01 -2.387322789241707000e+01
1.139543254199981689e+07 -1.938358653063386450e-01 -5.170092452101680836e-02 1.176286079834289178e-01 9.646517622787428081e+00 1.645181980068997907e-01 -5.374653184200315348e-01 2.536718750000000000e+01 4.748929738998412531e-01 -5.359219312667846680e-01 2.021950721740722212e+00 -1.748761683702469427e-01 -1.255581676959992288e-01 -3.992192149162293036e-01 8.912224173545836292e-01 5.352142540528311656e+02 1.556783840369438998e+01 -2.392081251440029277e+01
1.140376554199981689e+07 -1.867352946000706282e-01 -6.089467807791319742e-02 1.097998078169885594e-01 9.850541278922259281e+00 1.042858271928163161e-01 -5.684894513228746504e-01 2.532031250000000000e+01 4.751825332641601562e-01 -5.423400402069091797e-01 2.022274732589721680e+00 -1.753575652837753296e-01 -1.252906918525696911e-01 -3.998885452747344971e-01 8.908654451370238148e-01 5.360652213516175379e+02 1.558720059509977496e+01 -2.396843197686287041e+01
1.141209854199981689e+07 -1.828397429508696326e-01 -7.209240886392280501e-02 9.448547467303360092e-02 9.766531538160856840e+00 1.223575888237380394e-01 -6.178798686045379185e-01 2.537500000000000000e+01 4.754620492458344061e-01 -5.487383604049682617e-01 2.022568702697753018e+00 -1.758696436882019598e-01 -1.250321418046951294e-01 -4.005076289176939808e-01 8.905225396156309925e-01 5.369168639107317631e+02 1.560657191032171198e+01 -2.401609605902491396e+01
1.142043254199981689e+07 -1.755012118185529657e-01 -7.261126106276473424e-02 8.825468846482745211e-02 9.740128476778702193e+00 1.705311831548248502e-01 -6.398697642560569054e-01 2.537500000000000000e+01 4.757335782051086426e-01 -5.551055669784545898e-01 2.022840976715087891e+00 -1.763228178024291992e-01 -1.247568875551224032e-01 -4.011454582214355469e-01 8.901844024658203125e-01 5.377692843008574073e+02 1.562595906800435763e+01 -2.406381106985077523e+01
1.142876554199981689e+07 -1.676836624850218394e-01 -6.964419187198504779e-02 7.960079571728216619e-02 9.626115257173944784e+00 2.343683018521451888e-01 -7.817343811616739302e-01 2.535156250000000000e+01 4.760061204433440607e-01 -5.614619255065917969e-01 2.023108243942260742e+00 -1.767661124467849176e-01 -1.245242729783058860e-01 -4.017484486103057861e-01 8.898571729660033069e-01 5.386222668364098354e+02 1.564536238936746138e+01 -2.411157956089496324e+01
1.143709954199981689e+07 -1.593796163416204281e-01 -5.887309046821200681e-02 7.334897702249758289e-02 9.635716370403820008e+00 3.090328298400698559e-01 -8.677179363194517103e-01 2.535156250000000000e+01 4.762904047966003418e-01 -5.678102970123291016e-01 2.023370742797851562e+00 -1.772170066833496094e-01 -1.242537274956703464e-01 -4.022891819477080744e-01 8.895609974861146130e-01 5.394760213615363682e+02 1.566479209717905441e+01 -2.415941704149439673e+01
1.144543254199981689e+07 -1.508125780560405083e-01 -4.986358465124211825e-02 7.273244400547251853e-02 9.718525972011486047e+00 3.066168226889521842e-01 -9.182426837726104241e-01 2.535156250000000000e+01 4.766007959842680775e-01 -5.741667747497559704e-01 2.023639440536499023e+00 -1.776459813117981512e-01 -1.240034699440002441e-01 -4.029474854469299316e-01 8.892121911048889160e-01 5.403303511229175911e+02 1.568424067957372436e+01 -2.420731429438297155e+01
1.145376554199981689e+07 -1.415261986822234364e-01 -3.100704004344903911e-02 7.102515962091776602e-02 1.003536270859734358e+01 3.631895168393458606e-01 -9.461826581001655523e-01 2.534765625000000000e+01 4.768895208835601807e-01 -5.805038213729857288e-01 2.023936271667480469e+00 -1.779681742191315252e-01 -1.237666830420494357e-01 -4.034492075443267822e-01 8.889532685279845081e-01 5.411853887291315459e+02 1.570371644561745406e+01 -2.425527821920450577e+01
1.146209954199981689e+07 -1.300349841507917048e-01 -1.040615723647214663e-02 6.956635192544206869e-02 1.026938984357553153e+01 3.125886921878544555e-01 -9.788035510324447630e-01 2.529687500000000000e+01 4.772267937660216730e-01 -5.868574976921081543e-01 2.024262905120849609e+00 -1.782374233007431585e-01 -1.235181912779809155e-01 -4.039455056190489612e-01 8.887084126472472034e-01 5.420412503792035750e+02 1.572321450412721688e+01 -2.430331702006597538e+01
1.147043254199981689e+07 -1.266105037732961625e-01 8.815969102277344469e-04 7.220893641589501422e-02 1.028979220918901483e+01 2.764584424819948039e-01 -9.520330600819072453e-01 2.535742187500000000e+01 4.775610864162445068e-01 -5.932086706161499023e-01 2.024621725082397017e+00 -1.784786283969879150e-01 -1.232492923736572821e-01 -4.044584631919860840e-01 8.884641528129577637e-01 5.428977245114036805e+02 1.574272816429962774e+01 -2.435141523131570196e+01
1.147876554199981689e+07 -1.166005929863499213e-01 2.755701171712686762e-02 6.994994239199689434e-02 1.014457537158716072e+01 2.764715002077998141e-01 -1.006442920888874770e+00 2.537500000000000000e+01 4.779098629951477051e-01 -5.995625257492065430e-01 2.025005578994750977e+00 -1.785346567630767822e-01 -1.228261813521386026e-01 -4.049016535282135010e-01 8.883094787597656250e-01 5.437548980297990511e+02 1.576226102279920838e+01 -2.439958521792383905e+01
1.148709854199981689e+07 -1.122366451945544241e-01 5.912933648155800637e-02 6.746252004394731605e-02 9.846940861461055405e+00 1.873815057815700902e-01 -1.039886553001609704e+00 2.532617187500000000e+01 4.782822430133820135e-01 -6.059525609016417347e-01 2.025426387786864790e+00 -1.785516589879987959e-01 -1.223919689655304233e-01 -4.053551554679871161e-01 8.881591558456417568e-01 5.446127449751229506e+02 1.578180379970725333e+01 -2.444782857424323197e+01
1.149543254199981689e+07 -1.103017022336995057e-01 7.823794033768752265e-02 6.715613961572865220e-02 9.674120823323315577e+00 1.958270090892753612e-01 -1.045717183905765513e+00 2.532617187500000000e+01 4.786515831947327215e-01 -6.123589873313903809e-01 2.025864362716674805e+00 -1.784939616918564398e-01 -1.219563856720924794e-01 -4.058507978916168213e-01 8.880043029785155140e-01 5.454713608270151326e+02 1.580136281719051539e+01 -2.449615055768344618e+01
1.150376554199981689e+07 -1.105944438013451159e-01 1.181612858670388344e-01 6.925854202835976525e-02 9.393288261349489687e+00 1.898308586952810462e-01 -9.771537262447952399e-01 2.533203125000000000e+01 4.790346622467041016e-01 -6.187852025032043457e-01 2.026315689086914062e+00 -1.783169806003571112e-01 -1.214327663183212419e-01 -4.064297974109649658e-01 8.878468275070190430e-01 5.463305161220902164e+02 1.582093246042443191e+01 -2.454453221057649159e+01
1.151209854199981689e+07 -1.135831118498461800e-01 1.569169831292290263e-01 7.111576358912528872e-02 9.246871284593906282e+00 1.717798167615045557e-01 -9.151557696975688438e-01 2.533398437500000000e+01 4.794617295265197754e-01 -6.252293586730957031e-01 2.026762485504150391e+00 -1.780138760805130005e-01 -1.207775175571442344e-01 -4.070232510566711981e-01 8.877251744270323597e-01 5.471903084261180084e+02 1.584051340513582851e+01 -2.459297525833483888e+01
1.152043254199981689e+07 -1.145706073287905413e-01 1.719380088026878639e-01 7.593645337190783884e-02 9.227669058134157609e+00 1.392659697685258713e-01 -7.867356304934419731e-01 2.532226562500000000e+01 4.799263477325440008e-01 -6.317157149314880371e-01 2.027197122573852539e+00 -1.776705384254456122e-01 -1.200745329260827221e-01 -4.077039062976836603e-01 8.875769972801208496e-01 5.480508441939155091e+02 1.586010524403209132e+01 -2.464147430671945926e+01
1.152876554199981689e+07 -1.261134653019893581e-01 1.970428292301401318e-01 8.083069031750550471e-02 9.215667666596816687e+00 1.127728778099017642e-01 -6.137457559480270497e-01 2.532226562500000000e+01 4.803836345672607977e-01 -6.381996273994445801e-01 2.027601480484008789e+00 -1.772826910018921454e-01 -1.193321794271469255e-01 -4.083766639232634388e-01 8.874453902244566761e-01 5.489119161762768044e+02 1.587970164251341032e+01 -2.469000414411696909e+01
1.153709854199981689e+07 -1.305205289081396713e-01 2.048098510427769636e-01 8.676093023817323113e-02 9.220468223211748082e+00 6.219266494046639393e-02 -4.280475931119823163e-01 2.535351562500000000e+01 4.808459877967832807e-01 -6.446356177330017090e-01 2.027986288070678711e+00 -1.767731010913848877e-01 -1.184741035103798745e-01 -4.088307321071624756e-01 8.874529600143430397e-01 5.497736285843802762e+02 1.589930060346739182e+01 -2.473855725732672539e+01
1.154543254199981689e+07 -1.383607676721828328e-01 2.044798260032465731e-01 8.843481881223630436e-02 9.274474485129792001e+00 4.412360118677716159e-02 -3.253386051674682644e-01 2.530078125000000000e+01 4.813463985919951837e-01 -6.510726809501647949e-01 2.028340101242064986e+00 -1.763712018728256781e-01 -1.175777539610863148e-01 -4.093120694160459760e-01 8.874301910400390625e-01 5.506360904798301590e+02 1.591890435378074287e+01 -2.478713522864558172e+01
1.155376554199981689e+07 -1.503484267100307081e-01 1.873519412641950765e-01 8.935687311821693957e-02 9.326080468740368445e+00 -3.536355249061428480e-02 -1.003085568323735938e-01 2.536523437500000000e+01 4.818333089351655163e-01 -6.574641466140747070e-01 2.028640508651733398e+00 -1.759609580039978027e-01 -1.166782304644584795e-01 -4.097743332386015735e-01 8.874170184135433681e-01 5.514990982338870253e+02 1.593850053629278030e+01 -2.483570652211513874e+01
1.156209954199981689e+07 -1.669868541889863167e-01 1.609530224216982885e-01 8.844894720854859504e-02 9.306878242280621549e+00 -8.955444857319794227e-02 -1.067357121557787995e-02 2.533203125000000000e+01 4.823348522186279297e-01 -6.638441085815429688e-01 2.028911590576171875e+00 -1.756494790315628607e-01 -1.158976927399635592e-01 -4.103291034698486328e-01 8.873246908187865101e-01 5.523628553394311211e+02 1.595809096830999607e+01 -2.488428127330599082e+01
1.157043254199981689e+07 -1.730966281698007869e-01 1.438600134729952629e-01 8.717662788658533946e-02 9.339281999431447545e+00 -1.329114604598189420e-01 3.944500234305348130e-02 2.533203125000000000e+01 4.828133881092072088e-01 -6.701572537422180176e-01 2.029136419296264648e+00 -1.753254979848861694e-01 -1.151926219463349221e-01 -4.109814465045928955e-01 8.871785998344419166e-01 5.532271583980433434e+02 1.597766831548103461e+01 -2.493284571684233697e+01
1.157876554199981689e+07 -1.894888853322144462e-01 1.073551669002978382e-01 8.171659973933501075e-02 9.222868501519219109e+00 -1.341052732011349669e-01 1.637622781868386390e-02 2.532031250000000000e+01 4.832768738269804798e-01 -6.764402389526367188e-01 2.029317378997802734e+00 -1.751380860805511475e-01 -1.146057471632957597e-01 -4.116593003273009699e-01 8.869774341583253063e-01 5.540920978405856658e+02 1.599723630908237837e+01 -2.498140982416665423e+01
1.158709954199981689e+07 -2.088255318704907992e-01 6.939853146853700028e-02 7.467198307875419494e-02 9.190464744368391337e+00 -1.630050916131971506e-01 -1.077734750328847024e-01 2.536718750000000000e+01 4.837465584278105579e-01 -6.826418638229370117e-01 2.029428482055664062e+00 -1.750343739986419123e-01 -1.139460951089859841e-01 -4.124006032943725586e-01 8.867384791374204323e-01 5.549577783219729099e+02 1.601679432514232104e+01 -2.502999155625867900e+01
1.159543254199981689e+07 -2.151889749518594297e-01 5.260767058990759026e-02 7.044951173474110762e-02 9.197665579290797311e+00 -1.485543730439962684e-01 -1.384450998514461517e-01 2.534179687500000000e+01 4.841817915439605713e-01 -6.888145804405212402e-01 2.029483318328857422e+00 -1.749920099973677479e-01 -1.134807765483857034e-01 -4.131881594657896839e-01 8.864398598670958362e-01 5.558239938174084500e+02 1.603634018137753969e+01 -2.507857813693585669e+01
1.160376554199981689e+07 -2.306068386007553705e-01 2.131454598288383059e-02 6.524384903971830463e-02 9.272074206822326303e+00 -9.798128257045456146e-02 -3.076103870979540744e-01 2.534179687500000000e+01 4.846327304840087891e-01 -6.949501037597656250e-01 2.029506206512451172e+00 -1.750035434961319525e-01 -1.129541397094727256e-01 -4.139235615730285645e-01 8.861615657806395374e-01 5.566908557388018153e+02 1.605588098977095868e+01 -2.512719195106136283e+01
1.161209854199981689e+07 -2.457876107266288856e-01 -5.055576669753597194e-03 5.949380253665437907e-02 9.303277824819415898e+00 -9.798408836277629208e-02 -4.455880976739428068e-01 2.535156250000000000e+01 4.850604534149168812e-01 -7.010571956634521484e-01 2.029471874237060547e+00 -1.751178801059722900e-01 -1.126113906502724804e-01 -4.147690832614897571e-01 8.857872486114501953e-01 5.575583647528436586e+02 1.607541499416072739e+01 -2.517584149683878536e+01
1.162043254199981689e+07 -2.543666486454206899e-01 -1.115748090204259600e-02 5.715517728461548541e-02 9.340482138585180394e+00 -5.583761605631265557e-02 -4.978492629421100713e-01 2.533007812500000000e+01 4.855084419250487726e-01 -7.071583867073059082e-01 2.029414653778076172e+00 -1.753614693880081177e-01 -1.122803241014480452e-01 -4.156494736671447754e-01 8.853683471679686390e-01 5.584266279513014979e+02 1.609494892773715691e+01 -2.522453327596350192e+01
1.162876554199981689e+07 -2.690644860250889780e-01 -2.596414297216644365e-02 5.433952990568393510e-02 9.249271562901373755e+00 -5.823797551948217688e-02 -6.188417743253709080e-01 2.535156250000000000e+01 4.859681725502014160e-01 -7.132248878479003906e-01 2.029290676116943803e+00 -1.755849272012710016e-01 -1.118910089135170260e-01 -4.167224466800689697e-01 8.848688006401060901e-01 5.592954260199539931e+02 1.611447639034225077e+01 -2.527326638294589856e+01
1.163709854199981689e+07 -2.879320382770348963e-01 -3.212331535463915089e-02 5.503602215509502404e-02 9.130457786681676069e+00 -9.555998757996131410e-02 -7.100458778760501133e-01 2.532617187500000000e+01 4.864060878753663220e-01 -7.192714214324951172e-01 2.029115200042724609e+00 -1.758200973272323886e-01 -1.116591021418572444e-01 -4.178643822669984020e-01 8.843127489089964710e-01 5.601648539723029216e+02 1.613399592156844875e+01 -2.532205196128100511e+01
1.164543254199981689e+07 -2.989633381924375888e-01 -3.332614961151765531e-02 5.485828885244311420e-02 9.116056116836864121e+00 -7.267736300430659158e-02 -7.792153175601328474e-01 2.532617187500000000e+01 4.868599474430084229e-01 -7.253580093383789062e-01 2.028917789459228516e+00 -1.761353462934494019e-01 -1.113794296979904452e-01 -4.190068244934081476e-01 8.837444186210632324e-01 5.610350189588342573e+02 1.615351354164994291e+01 -2.537089992001252625e+01
1.165376554199981689e+07 -3.244520387609585721e-01 -3.315820060077123710e-02 5.801606311079488681e-02 9.018844845384387909e+00 -1.172270005662614384e-01 -9.177401715300732565e-01 2.531835937500000000e+01 4.873451590538024902e-01 -7.314481735229491077e-01 2.028670549392700195e+00 -1.765332967042922419e-01 -1.111471354961395958e-01 -4.203935861587524969e-01 8.830354809761046253e-01 5.619057023793830012e+02 1.617301913325584195e+01 -2.541981055057518191e+01
1.166209854199981689e+07 -3.558369729081990451e-01 -2.317742875277556749e-02 6.147837453645145500e-02 9.004443175539575961e+00 -1.413113156847509710e-01 -9.480949867851091728e-01 2.533593750000000000e+01 4.878146648406982422e-01 -7.375628352165222168e-01 2.028369903564452681e+00 -1.769014298915861927e-01 -1.108874455094338018e-01 -4.217350184917448841e-01 8.823545575141905628e-01 5.627770105584438625e+02 1.619251407616693683e+01 -2.546878806970270759e+01
1.167043254199981689e+07 -3.715352276165077572e-01 -1.716668439470907942e-02 6.159828213943359387e-02 9.008043593000778060e+00 -1.413116394300188428e-01 -9.881150807443865869e-01 2.530468750000000000e+01 4.882823228836060125e-01 -7.437201738357543945e-01 2.028036594390868697e+00 -1.771836429834365845e-01 -1.106598079204559604e-01 -4.232762455940247137e-01 8.815881609916685901e-01 5.636490491199008375e+02 1.621200154308618480e+01 -2.551784149020960513e+01
1.167876554199981689e+07 -4.048831804763921016e-01 -8.634816705216760008e-03 6.373641549512047699e-02 9.063249994072551274e+00 -2.448847269522392012e-01 -1.026456829119198888e+00 2.533007812500000000e+01 4.887746274471281849e-01 -7.498865127563475452e-01 2.027638435363768643e+00 -1.775162816047669012e-01 -1.102594882249832847e-01 -4.247293472290039062e-01 8.808721899986267090e-01 5.645216142663152823e+02 1.623146607176180822e+01 -2.556696162788596283e+01
1.168709954199981689e+07 -4.377497692431385756e-01 7.132362122281299399e-03 6.613053097604473796e-02 9.074051246456166453e+00 -2.581327837428014638e-01 -1.028952453432747438e+00 2.533007812500000000e+01 4.892467558383941650e-01 -7.561495900154113770e-01 2.027240991592407227e+00 -1.777924150228500366e-01 -1.099682897329331138e-01 -4.264448881149291992e-01 8.800236582756041370e-01 5.653949147808804128e+02 1.625091454642227973e+01 -2.561615921762411219e+01
1.169543254199981689e+07 -4.514980776724339395e-01 1.114956832551717604e-02 6.113835586347089734e-02 9.158060987217565341e+00 -2.569360572940743159e-01 -1.011311230624450497e+00 2.532617187500000000e+01 4.897551834583280805e-01 -7.624042034149171032e-01 2.026762962341308594e+00 -1.781006008386612494e-01 -1.094824299216271557e-01 -4.281532168388367254e-01 8.791920542716978870e-01 5.662687493123115701e+02 1.627034288872330592e+01 -2.566542051167145289e+01
1.170376554199981689e+07 -4.828986304363148685e-01 2.288920615944040754e-02 5.976843420737224660e-02 9.141259039065282366e+00 -2.256232533533948093e-01 -1.016969082896412635e+00 2.537695312500000000e+01 4.902425408363342285e-01 -7.687150835990905762e-01 2.026254892349243164e+00 -1.783704906702041626e-01 -1.090948134660720825e-01 -4.300883114337920587e-01 8.782405853271484375e-01 5.671432180192600754e+02 1.628975665115944693e+01 -2.571475261935954393e+01
1.171209954199981689e+07 -5.052343740032366748e-01 3.092401901905856773e-02 5.430429783738807692e-02 9.162861543832505618e+00 -2.497108059245632117e-01 -1.016083417077687567e+00 2.536718750000000000e+01 4.907898902893065851e-01 -7.750522494316101074e-01 2.025701045989990234e+00 -1.787168085575104315e-01 -1.084490865468979437e-01 -4.318709075450896107e-01 8.773748874664305530e-01 5.680184288665927852e+02 1.630915456209005043e+01 -2.576416119325654108e+01
1.172043254199981689e+07 -5.162793342627842730e-01 3.551882034455361437e-02 5.197308428471669045e-02 9.122056812605535470e+00 -2.063530386323170762e-01 -9.790915831424775728e-01 2.536718750000000000e+01 4.912759065628051758e-01 -7.814330458641052246e-01 2.025102376937866211e+00 -1.789224743843078058e-01 -1.078155338764191645e-01 -4.337449967861176092e-01 8.764861226081845924e-01 5.688941666676209934e+02 1.632853732292982230e+01 -2.581363053706127886e+01
1.172876554199981689e+07 -5.346839278630418635e-01 4.153449375941073440e-02 4.862632231466307298e-02 9.066850411533760479e+00 -1.569725738341091470e-01 -9.430777477178563517e-01 2.533203125000000000e+01 4.917566478252409778e-01 -7.878748178482054554e-01 2.024490594863892046e+00 -1.790897399187088290e-01 -1.073005273938179988e-01 -4.357583522796631970e-01 8.755159974098204456e-01 5.697705321439328827e+02 1.634791089823076859e+01 -2.586316411675669968e+01
1.173709854199981689e+07 -5.511317414059081488e-01 5.420665377024281445e-02 4.686603887259652851e-02 9.028445958614263134e+00 -1.473348765114271264e-01 -8.955244922846540279e-01 2.533398437500000000e+01 4.922722578048705500e-01 -7.943607568740844727e-01 2.023812770843505415e+00 -1.793583035469055731e-01 -1.068184003233910023e-01 -4.379443228244779829e-01 8.744285106658934437e-01 5.706475232121202907e+02 1.636727457737707780e+01 -2.591275822965532427e+01
1.174543254199981689e+07 -5.555459327456935270e-01 5.794368977992782332e-02 4.823910781747427906e-02 9.054849019996416004e+00 -1.172302380189404053e-01 -9.076603050939088257e-01 2.534765625000000000e+01 4.927554428577423096e-01 -8.008711934089660645e-01 2.023115396499633789e+00 -1.794798225164412897e-01 -1.063185557723046043e-01 -4.400522410869598389e-01 8.734056353569027431e-01 5.715252493875599384e+02 1.638663348281972887e+01 -2.596242176131817203e+01
1.175376554199981689e+07 -5.651123760855647493e-01 5.964462777889714684e-02 4.724107733027846368e-02 9.170062378754908039e+00 -1.268748419073374434e-01 -8.422489666407955156e-01 2.533203125000000000e+01 4.932486414909361683e-01 -8.073833584785459205e-01 2.022377490997314453e+00 -1.796798110008240301e-01 -1.058162301778794029e-01 -4.421514570713043213e-01 8.723647594451902076e-01 5.724035109656445002e+02 1.640598092096464455e+01 -2.601213554383935644e+01
1.176209854199981689e+07 -5.702551378910409863e-01 5.932473161428040292e-02 4.916149008757007138e-02 9.354883808429992342e+00 -1.413428268908261121e-01 -7.836810276086401128e-01 2.533203125000000000e+01 4.937375783920288086e-01 -8.138775229454040527e-01 2.021586179733276367e+00 -1.797063201665878296e-01 -1.051394119858742454e-01 -4.442420899868011475e-01 8.713783621788026013e-01 5.732824285533648663e+02 1.642531804210029023e+01 -2.606190171085411578e+01
1.177043254199981689e+07 -5.726990394132244200e-01 5.468179556950132636e-02 4.972339182579761652e-02 9.443694105806329731e+00 -1.630278616970392003e-01 -7.261266567664413918e-01 2.534179687500000000e+01 4.942041337490081787e-01 -8.203938603401184082e-01 2.020761251449584961e+00 -1.797445565462112427e-01 -1.045033410191537060e-01 -4.464313387870788574e-01 8.703276515007019043e-01 5.741621106556056020e+02 1.644464540693046573e+01 -2.611172228810866613e+01
1.177876554199981689e+07 -5.788227878687974837e-01 4.252079231427031286e-02 4.576190885403592229e-02 9.659719153478503628e+00 -1.702729694429813145e-01 -6.103916399574222940e-01 2.532812500000000000e+01 4.947362542152404785e-01 -8.269303441047667347e-01 2.019916296005248579e+00 -1.799954324960708618e-01 -1.038904041051865179e-01 -4.486570656299588844e-01 8.692038059234619141e-01 5.750423654255268957e+02 1.646395837822970520e+01 -2.616157525100861747e+01
1.178709854199981689e+07 -5.827229282812345090e-01 2.138954391408180028e-02 4.367140108136399745e-02 9.809736547695292685e+00 -1.401794462046922485e-01 -5.995582493865234675e-01 2.533593750000000000e+01 4.952278435230255127e-01 -8.334507346153259277e-01 2.019074440002441406e+00 -1.802448928356170377e-01 -1.033949479460716803e-01 -4.508026838302611750e-01 8.681004047393798828e-01 5.759233065811760071e+02 1.648326266045435062e+01 -2.621146947043799358e+01
1.179543254199981689e+07 -5.856485851222891226e-01 -1.748165962633510323e-03 3.835516374298016118e-02 9.900947123379101100e+00 -1.389833672465009551e-01 -6.184603955195020486e-01 2.535156250000000000e+01 4.956930279731750488e-01 -8.399783372879027210e-01 2.018240451812744141e+00 -1.804232895374296708e-01 -1.028876006603241661e-01 -4.529710710048676092e-01 8.669941425323486328e-01 5.768050443381976038e+02 1.650255964707151435e+01 -2.626141329185173134e+01
1.180376554199981689e+07 -5.856379724201089543e-01 -1.187144133423086341e-02 3.729353609580341594e-02 9.928550323914990372e+00 -1.136959586890157192e-01 -6.400155391789768000e-01 2.535156250000000000e+01 4.961309134960175116e-01 -8.465070724487302467e-01 2.017410993576049805e+00 -1.806672811508178711e-01 -1.025702431797981956e-01 -4.552025496959686279e-01 8.658114075660705566e-01 5.776873666397717670e+02 1.652184730185831896e+01 -2.631139630826010745e+01
1.181209954199981689e+07 -5.826809054426544954e-01 -2.978551539775639231e-02 3.407040732475212497e-02 9.984956864140499988e+00 -9.684110362852001164e-02 -7.254492602311705118e-01 2.535742187500000000e+01 4.965650439262390137e-01 -8.530441522598265491e-01 2.016588449478149414e+00 -1.809084266424179910e-01 -1.022420078516007580e-01 -4.573833346366881769e-01 8.646497726440428577e-01 5.785704903352341262e+02 1.654113112996147805e+01 -2.636143867894233850e+01
1.182043254199981689e+07 -5.814514263657545312e-01 -4.133545766770629903e-02 2.978039469473452855e-02 9.959753941912081743e+00 -9.804311791662280451e-02 -8.379550459815278129e-01 2.537890625000000000e+01 4.970611333847044788e-01 -8.595598340034483753e-01 2.015741109848022461e+00 -1.813947111368179599e-01 -1.018008664250374395e-01 -4.595513045787811279e-01 8.634495735168458141e-01 5.794541987419449924e+02 1.656040579485541286e+01 -2.641153713480368026e+01
1.182876554199981689e+07 -5.785015735734950759e-01 -4.451249154999079721e-02 3.110201108436606160e-02 9.928550323914990372e+00 -8.599750707452046006e-02 -9.256957285296704141e-01 2.536328125000000000e+01 4.975510537624359131e-01 -8.660949468612672009e-01 2.014919519424438477e+00 -1.818831712007523138e-01 -1.013555079698563177e-01 -4.616619050502776544e-01 8.622725009918209560e-01 5.803385954927874764e+02 1.657967490639491714e+01 -2.646170291625572091e+01
1.183709954199981689e+07 -5.784950006122727695e-01 -4.336877526180553388e-02 3.405246769365972981e-02 9.960954081065814592e+00 -1.136988723964268422e-01 -9.931428465999450061e-01 2.534960937500000000e+01 4.980166554450988770e-01 -8.726463317871091530e-01 2.014129638671875000e+00 -1.823303103446960449e-01 -1.010720878839493631e-01 -4.638177752494812012e-01 8.610534667968750000e-01 5.812237913857721878e+02 1.659893747093668637e+01 -2.651194604327685767e+01
1.184543254199981689e+07 -5.772759469092118012e-01 -3.613412396057432557e-02 3.510753491200650778e-02 1.010857119697513440e+01 -1.498405611017521455e-01 -1.097455447331131095e+00 2.534960937500000000e+01 4.984680712223052979e-01 -8.792317509651184082e-01 2.013388872146606445e+00 -1.827456504106521606e-01 -1.008266434073449014e-01 -4.660028219223020796e-01 8.598136305809022106e-01 5.821095880753821348e+02 1.661818606504790097e+01 -2.656226296522966024e+01
1.185376554199981689e+07 -5.802293985095432483e-01 -2.862015684028782966e-02 3.458591737721578019e-02 1.013497425835728727e+01 -2.124655214925755264e-01 -1.082512885504413935e+00 2.534570312500000000e+01 4.989725351333617609e-01 -8.858379125595091663e-01 2.012698888778686523e+00 -1.831355392932892401e-01 -1.005715131759644387e-01 -4.682565331459044855e-01 8.585351705551145240e-01 5.829960894430441840e+02 1.663741773148551317e+01 -2.661265453687711258e+01
1.186209854199981689e+07 -5.861275701854016251e-01 -1.736043476272922798e-02 3.488877538031686515e-02 1.005096451759588838e+01 -2.305221750109953671e-01 -1.036665025947571150e+00 2.536914062500000000e+01 4.994316101074217640e-01 -8.924518227577209473e-01 2.011998414993286133e+00 -1.835998147726058405e-01 -1.002059653401374817e-01 -4.703783094882964533e-01 8.573178648948668323e-01 5.838832858217441526e+02 1.665663276380242053e+01 -2.666311650158001711e+01
